aacode	floorx	SAP_hhsizex
I0353403	136.22	2.909516231
I0353405	64.91	2.116526605
I0353407	102.31	2.759905575
I0353410	90.27	2.629398215
I0353412	69.18	2.226053321
I0353414	33.63	1.24922511
I0353416	89.35	2.616718647
I0353417	32.55	1.225433368
I0354105	70.93	2.268489746
I0354106	71.79	2.288785528
I0354204	62.33	2.046687882
I0354206	73.21	2.321467496
I0354209	52.29	1.757625813
I0354211	69.66	2.237842098
I0354220	57.36	1.906094599
I0354303	59.84	1.977106865
I0354307	111.2	2.821840209
I0354309	55	1.837359519
I0354311	57.62	1.913606127
I0354312	99.4	2.73390168
I0354313	60.14	1.985590034
I0354315	49.22	1.667161101
I0354317	72.74	2.310765943
I0354318	101.4	2.752113409
I0354409	46.54	1.588942834
I0354412	108.61	2.806220019
I0354420	39.41	1.390744096
I0361101	94.99	2.68805571
I0361106	155.83	2.942951987
I0361109	58.58	1.941213297
I0361115	49.61	1.678624415
I0361117	82.44	2.507529225
I0361202	65.77	2.139226749
I0361207	88.24	2.600855512
I0361213	97.22	2.712257105
I0361214	52.82	1.773255387
I0361305	80.45	2.471343927
I0361306	65	2.118916438
I0361309	62.28	2.045310392
I0361314	64.47	2.104796111
I0361318	40.8	1.427757605
I0361401	83.26	2.521812607
I0361403	48.48	1.645455197
I0361408	74.14	2.342301158
I0361409	82.4	2.506823144
I0361410	144.65	2.925463103
I0361412	122.54	2.872616619
I0361414	63.62	2.081920008
I0361415	165.49	2.956488193
I0361417	79.43	2.451956927
I0361419	35.13	1.283769271
I0362116	84.27	2.538906416
I0362201	81.52	2.491069029
I0362207	88.97	2.61135809
I0362208	41.64	1.450575501
I0362211	101.17	2.750095969
I0362213	63.22	2.071059912
I0362218	71.69	2.286444836
I0362301	67.53	2.184697693
I0362302	65.31	2.127122806
I0362303	85.46	2.558345601
I0362306	195.23	2.995710726
I0362308	39.14	1.383670425
I0362310	60.25	1.988694101
I0362311	88.77	2.60850753
I0362315	61.53	2.024546625
I0362402	100.17	2.741094034
I0362404	97.05	2.710487126
I0362405	178.19	2.973434279
I0362407	103.88	2.772657938
I0362409	98.95	2.729590825
I0362411	71.09	2.272294001
I0362417	59.46	1.966325668
I0363103	96.56	2.705317166
I0363107	105.8	2.787123187
I0363117	34.87	1.277661725
I0363118	42.79	1.482306415
I0363206	42.15	1.464580571
I0363305	44.82	1.539513028
I0363402	65.89	2.142369701
I0363403	226.89	3.036886766
I0363406	57.02	1.896251284
I0363410	91.16	2.641267375
I0363418	187.11	2.98512309
I0363421	45.87	1.569599549
I0364101	98.01	2.720324368
I0364105	115.71	2.845096617
I0364107	62.35	2.047238637
I0364108	87.24	2.586026546
I0364114	83.79	2.53085109
I0364115	94.67	2.684404481
I0364116	87.47	2.589482787
I0364117	85.42	2.557704415
I0364205	90.22	2.628719889
I0364209	42.58	1.476472248
I0364216	82.4	2.506823144
I0364301	82.55	2.509466466
I0364303	54.98	1.836773468
I0364308	51.37	1.730484572
I0364310	43.49	1.501873368
I0364311	34.16	1.261237032
I0364312	208.7	3.013236882
I0364314	158.84	2.947270097
I0364315	70.02	2.246610326
I0364404	61.83	2.032874665
I0364406	65.26	2.125801864
I0364407	54.48	1.822107179
I0364408	57.2	1.901465286
I0364413	89.11	2.613341478
I0364418	87.12	2.584212422
I0371101	63.67	2.083273319
I0371102	71.25	2.276085372
I0371103	30.46	1.182163628
I0371107	57.53	1.911007566
I0371108	69.07	2.223336124
I0371204	85.29	2.555614706
I0371210	49.97	1.689217672
I0371305	85.71	2.562333834
I0371310	64.95	2.117589158
I0371402	40.87	1.429646733
I0371404	101.63	2.754111338
I0371408	94.1	2.677786875
I0371413	146.58	2.928705681
I0372101	69.09	2.22383059
I0372104	60.71	2.001636309
I0372204	67.88	2.193575736
I0372205	70.74	2.263955521
I0372206	44.36	1.526430919
I0372209	69.7	2.238819465
I0372212	67.57	2.185715153
I0372214	92.86	2.662878299
I0372303	257.06	3.076107998
I0372305	79.37	2.450798756
I0372308	118.62	2.857821136
I0372310	73.97	2.33852697
I0372401	89.81	2.623111004
I0372407	56.71	1.887257201
I0373110	30	1.17315776
I0373202	227.6	3.037809789
I0373204	107.53	2.799158303
I0373207	170.99	2.963896956
I0373209	117.14	2.851552354
I0373210	109.83	2.813801661
I0373211	68.02	2.197111235
I0373308	135.79	2.90860262
I0373310	72.52	2.305717196
I0373312	97.39	2.714014976
I0373407	76.77	2.398718135
I0374105	144.26	2.924792868
I0374107	70.83	2.266105564
I0374110	31.88	1.211153503
I0374111	97.74	2.717596249
I0374112	106.92	2.795018626
I0374201	60.95	2.008363505
I0374211	109.83	2.813801661
I0374304	89.47	2.618396404
I0374308	69	2.221603989
I0374314	74.95	2.360072856
I0374407	100.58	2.744830552
I0374408	98.79	2.72803869
I0374410	106.02	2.788704786
I0381101	67.21	2.17653198
I0381105	122.51	2.872512456
I0381107	185.38	2.982862543
I0381201	49.11	1.663930577
I0381209	120.23	2.864198709
I0381211	85.23	2.554647201
I0381212	65.41	2.129761592
I0381214	93.16	2.666550351
I0381305	74.26	2.344956058
I0381307	123.47	2.875782183
I0381308	51.37	1.730484572
I0381409	95.92	2.698410108
I0381412	142.53	2.921752559
I0382102	82.75	2.512971891
I0382107	78.08	2.42542088
I0382109	106.7	2.793498178
I0382205	69.47	2.233189005
I0382209	103.97	2.773363219
I0382301	164.76	2.95549283
I0382302	75.24	2.366350272
I0382303	72.81	2.31236709
I0382401	28.14	1.138760958
I0382404	118.01	2.855286308
I0382405	80.74	2.476751852
I0382408	124.01	2.877565346
I0382411	74.2	2.343629564
I0382412	40.24	1.412729181
I0383107	89.66	2.621038135
I0383108	70.65	2.261801435
I0383205	121.66	2.869506197
I0383304	54.22	1.814470216
I0383305	54.63	1.826509983
I0383311	127.33	2.887717802
I0383312	65.37	2.128706574
I0383404	64.36	2.101851466
I0383409	66.29	2.152801916
I0383412	62.5	2.051364873
I0384109	98.46	2.724804991
I0384210	155.74	2.942821047
I0384302	161.4	2.950862957
I0384304	193.28	2.993170641
I0384306	99.88	2.73841223
I0384309	81.43	2.489434015
I0384401	169.77	2.962265338
I0384412	223.63	3.032648621
I0391104	102.71	2.76323643
I0391202	84.44	2.541729706
I0391203	58.74	1.945793658
I0391204	51.13	1.723405098
I0391209	77.75	2.41878252
I0391210	36.14	1.307949422
I0391211	61.21	2.015631187
I0391212	33.7	1.250799145
I0391302	36.48	1.316246779
I0391313	72.2	2.29832885
I0391314	57.27	1.903491239
I0391315	49.5	1.675389733
I0391405	70.61	2.260842767
I0391406	64.99	2.118651063
I0391409	44.23	1.522745624
I0391410	33.66	1.249899229
I0391413	117.24	2.851988808
I0392101	50.56	1.706598052
I0392104	55.79	1.860466584
I0392107	85.68	2.56185699
I0392108	45.64	1.562984159
I0392111	110.58	2.818262883
I0392201	69.01	2.221851579
I0392202	63.8	2.086787507
I0392205	70.36	2.254833081
I0392209	144.71	2.925565747
I0392212	50.31	1.699230978
I0392214	64.32	2.100779507
I0392304	121.51	2.868964448
I0392306	72.02	2.294149717
I0392312	40.84	1.428836824
I0392401	68.14	2.200134463
I0392406	59.4	1.964619805
I0392408	67.68	2.188509415
I0392412	65.33	2.127650894
I0392414	79.44	2.452149764
I0392415	94.3	2.680125544
I0393101	135.15	2.907220652
I0393106	64.01	2.092450676
I0393108	78.77	2.439108504
I0393110	80.36	2.469656242
I0393201	39.31	1.388119631
I0393203	89.06	2.612634258
I0393205	62.56	2.053013171
I0393207	44.98	1.544078067
I0393208	42.94	1.486484049
I0393211	92.31	2.656036754
I0393214	56.01	1.866885566
I0393215	37.26	1.33556843
I0393305	40.88	1.429916796
I0393308	56.75	1.888418726
I0393310	69.08	2.223583381
I0393312	38.06	1.355782626
I0393401	85.46	2.558345601
I0393404	80.95	2.4806392
I0393405	34.09	1.259638192
I0393408	72.2	2.29832885
I0394101	66.75	2.164713508
I0394103	65.34	2.127914876
I0394104	65.52	2.132659467
I0394202	67.24	2.177299474
I0394213	21.94	1.04971293
I0394301	68.01	2.196858999
I0394303	57.57	1.912162691
I0394307	42.57	1.476194859
I0394410	20.66	1.036634648
I0401102	57.94	1.922831476
I0401103	82.58	2.509993664
I0401104	48.56	1.647798552
I0401111	83.11	2.519227011
I0401203	139.75	2.916607664
I0401205	38.49	1.36680621
I0401210	104.61	2.77830021
I0401211	30.91	1.191158558
I0401214	44.7	1.536094157
I0401215	82.26	2.504345012
I0401221	64.73	2.111737127
I0401303	88.47	2.60419373
I0401305	50.09	1.692750917
I0401307	106.41	2.791471391
I0401308	38.31	1.36217855
I0401310	56.25	1.873879397
I0401314	130.02	2.895041926
I0401315	45.84	1.568735921
I0401316	133.71	2.904008666
I0401401	39.03	1.380799926
I0401404	82.43	2.507352786
I0401406	91.65	2.647637879
I0401409	65.84	2.141060878
I0401413	96.79	2.707756554
I0401415	134.66	2.906144022
I0401421	188.94	2.987512043
I0402101	59.78	1.975407201
I0402105	98.67	2.726867866
I0402110	67.8	2.191551405
I0402111	46.95	1.600828685
I0402114	42.55	1.475640199
I0402121	55.24	1.844388239
I0402204	95.25	2.690988808
I0402206	66.68	2.162906838
I0402208	77.23	2.40820133
I0402210	39.43	1.391269632
I0402211	42.12	1.46375372
I0402214	106.58	2.792662633
I0402303	68.68	2.213655997
I0402306	80.29	2.468340531
I0402307	75.37	2.369149624
I0402309	70.58	2.260123244
I0402310	92.4	2.657166026
I0402312	62.1	2.040344331
I0402315	53.85	1.803591448
I0402318	75.58	2.37365244
I0402319	74.61	2.352655756
I0402320	35.01	1.280944316
I0402406	82.62	2.510695834
I0402410	68.65	2.212908388
I0402416	93.99	2.676492868
I0402420	57.9	1.921679523
I0403106	58.26	1.932034208
I0403110	82.31	2.505231282
I0403113	362.06	3.212608
I0403204	57.47	1.909274255
I0403215	129.75	2.894339238
I0403304	78.87	2.441070581
I0403306	106.01	2.788633224
I0403307	86.63	2.57672711
I0403308	34.7	1.273694975
I0403311	66.29	2.152801916
I0403312	60.62	1.999109094
I0403314	67.12	2.17422708
I0403315	75.31	2.367858744
I0403318	70.78	2.264911595
I0403402	44.02	1.516803882
I0403409	73.93	2.3376367
I0403410	91.54	2.646217831
I0403413	87.25	2.586177386
I0404103	70.59	2.260363135
I0404109	154.46	2.940945822
I0404110	57.92	1.922255543
I0404111	94.76	2.68543601
I0404115	88.42	2.603470321
I0404118	43.87	1.512568621
I0404119	62.71	2.057128377
I0404202	51	1.71957094
I0404208	161.16	2.950528784
I0404215	62.88	2.061782629
I0404307	82.91	2.515760612
I0404312	45.66	1.563558879
I0404404	57.71	1.916202982
I0404405	101.69	2.754629346
I0404406	64.68	2.110404407
I0404414	73.31	2.323729523
I0411103	86.51	2.574874895
I0411105	98.43	2.724508842
I0411108	72.71	2.310078957
I0411109	87.47	2.589482787
I0411117	99.79	2.737573338
I0411203	41.81	1.455231588
I0411204	60.67	2.000513404
I0411207	84.17	2.537238423
I0411209	166.29	2.95757529
I0411213	125.6	2.882594523
I0411216	77.35	2.410656242
I0411308	53.03	1.779445331
I0411309	107.78	2.800823027
I0411311	160.29	2.949312994
I0411313	45.09	1.547220784
I0411410	96.05	2.699827391
I0412105	92.13	2.653766708
I0412108	106.98	2.79543075
I0412110	131.91	2.899776236
I0412114	118.2	2.856083071
I0412201	29.97	1.172577139
I0412202	80.83	2.478420812
I0412208	192.53	2.992193346
I0412212	121.82	2.870080302
I0412306	56.12	1.870092225
I0412307	49.2	1.666573639
I0412315	50.14	1.69422339
I0412403	55.92	1.864260518
I0412404	142.54	2.921770464
I0412408	55.83	1.861634221
I0413102	41.97	1.459625067
I0413104	58.1	1.927435734
I0413105	64.5	2.105598367
I0413106	57.72	1.916491416
I0413107	53.62	1.796823316
I0413109	65.43	2.130288852
I0413204	45.77	1.566721659
I0413208	132.13	2.900307356
I0413209	62.46	2.050265309
I0413216	59.08	1.955505888
I0413302	53.92	1.805650493
I0413303	69.82	2.241746896
I0413308	45.33	1.554089334
I0413310	43.35	1.497945692
I0413311	46.63	1.5915489
I0413313	124.28	2.878442285
I0413315	72.94	2.315333882
I0413403	36.96	1.328090641
I0414101	157.02	2.94467282
I0414103	34.15	1.261008398
I0414104	58.74	1.945793658
I0414109	86.01	2.56707616
I0414112	87.2	2.585422667
I0414205	85.35	2.5565803
I0414207	91.61	2.64712217
I0414212	44.61	1.533532816
I0414217	95.94	2.698628628
I0414303	74.16	2.342744172
I0414305	85	2.550920719
I0414309	42.23	1.466787316
I0414310	59.73	1.973990054
I0414406	69.55	2.235150333
I0414408	93.02	2.664841943
I0414413	69.7	2.238819465
I0414415	208.94	3.013548982
I0414417	214.2	3.020388539
I0421107	66.3	2.153061841
I0421109	51.75	1.741695296
I0421110	49.19	1.666279924
I0421201	50.61	1.708071844
I0421205	68.13	2.199882782
I0421206	50.77	1.71278872
I0421208	38.83	1.375597961
I0421303	78.08	2.42542088
I0421306	129.58	2.893893258
I0421308	81.97	2.499177815
I0421311	76.07	2.384066484
I0421312	162.53	2.95242973
I0422108	29.23	1.15851971
I0422114	53.72	1.799766475
I0422204	30.16	1.176268353
I0422209	62.96	2.063969284
I0422301	35.84	1.300693146
I0422304	88.28	2.601438008
I0422308	205.24	3.008737029
I0422309	142.83	2.922288
I0422401	41.32	1.441845361
I0422402	62.52	2.051914446
I0422403	50.29	1.698641759
I0422406	52.55	1.765294249
I0422409	115.59	2.84453615
I0423303	25.79	1.100185995
I0423305	44.07	1.518217285
I0423405	64.19	2.097291317
I0424106	51.71	1.740515182
I0424203	27.64	1.13008528
I0424205	38.45	1.365776223
I0424207	87.88	2.595576261
I0424212	61.46	2.022599185
I0424304	40.54	1.420761226
I0424307	67.62	2.186985954
I0424308	66.38	2.155139689
I0424310	42.46	1.473146185
I0424401	34.88	1.277895722
I0424409	83.82	2.531358175
I0424411	22.82	1.059796536
I0424415	63.84	2.087867505
I0431102	83.77	2.530512764
I0431109	52.77	1.771781308
I0431112	66.19	2.15020029
I0431116	25.85	1.101100098
I0431206	84.96	2.550269764
I0431207	73.21	2.321467496
I0431216	54.5	1.822694356
I0431301	62.68	2.056305972
I0431302	35.99	1.304313598
I0431305	25.33	1.093304373
I0431306	71.9	2.291354388
I0431404	156.27	2.943590499
I0431406	41.92	1.458250941
I0431408	46.02	1.573920991
I0431409	32.73	1.229333263
I0431411	57.69	1.915626052
I0431412	50.14	1.69422339
I0431414	56.47	1.880282048
I0431416	59.41	1.964904182
I0432101	48.78	1.65424702
I0432104	38.78	1.374300955
I0432108	92.68	2.660654895
I0432201	192.3	2.9918936
I0432205	64.27	2.099438677
I0432208	39.24	1.386285707
I0432211	137.53	2.912229573
I0432215	59.76	1.974840425
I0432305	39.01	1.380278732
I0432307	37.05	1.330327967
I0432310	320.12	3.158086
I0432314	46.19	1.578825141
I0432401	83.74	2.530004871
I0432405	111.38	2.822860449
I0432406	62.34	2.046963277
I0432407	77.35	2.410656242
I0432408	29.28	1.159453374
I0432410	55.19	1.842924526
I0432411	32.19	1.217713888
I0432412	41.4	1.444023642
I0432413	47.92	1.629076904
I0432419	87.17	2.584969214
I0433101	61.83	2.032874665
I0433102	68.1	2.19912746
I0433103	32.66	1.22781348
I0433106	84.3	2.539405768
I0433109	100.36	2.742833561
I0433110	38.96	1.378976713
I0433204	35.49	1.292306008
I0433303	146.32	2.928275691
I0433309	63.46	2.077583109
I0433311	42.47	1.473423139
I0433404	30.04	1.173933208
I0433406	48.45	1.644576658
I0433408	59.6	1.970302262
I0433412	46.54	1.588942834
I0433413	26.53	1.111723188
I0434109	21.1	1.040915884
I0434201	56.12	1.870092225
I0434208	60.82	2.004721795
I0434211	67.26	2.177810912
I0434212	36.1	1.306978374
I0434301	67.48	2.183424849
I0434309	120.93	2.866837063
I0434310	117.63	2.853672838
I0434312	126.78	2.886126341
I0434404	175.27	2.969582107
I0434407	77.02	2.403886342
I0434408	74.81	2.357026244
I0434415	107.11	2.796319965
I0441103	78.09	2.425621112
I0441105	165.27	2.956188571
I0441109	204.81	3.008177736
I0441110	36.92	1.32709794
I0441116	72.27	2.299949567
I0441208	122.69	2.873135486
I0441211	113.15	2.832469482
I0441212	68.6	2.211661431
I0441215	45.92	1.571039421
I0441216	73.05	2.317837361
I0441219	112.62	2.829671118
I0441224	62.36	2.047513962
I0441225	49.94	1.688334519
I0441304	58.9	1.95036773
I0441308	47.98	1.630829489
I0441318	79.86	2.460199402
I0441320	41.15	1.437226083
I0441407	55.58	1.85433261
I0441411	85.97	2.566446589
I0441413	99.89	2.738505247
I0441415	30.73	1.187538864
I0442102	73.03	2.317382653
I0442105	34.05	1.258726245
I0442106	54.12	1.811531198
I0442109	100.06	2.740080613
I0442112	42.48	1.473700133
I0442113	78.96	2.442831766
I0442114	65.3	2.1268587
I0442119	110.11	2.815484591
I0442120	80.77	2.477308664
I0442127	27.22	1.122990469
I0442213	52.12	1.752611024
I0442215	95.79	2.696985491
I0442217	44.59	1.532963961
I0442301	65.67	2.136602982
I0442302	57.68	1.915337555
I0442304	77.96	2.423013821
I0442305	95.23	2.690764247
I0442309	84.83	2.548148274
I0442311	85.05	2.551733216
I0442315	32.66	1.22781348
I0442316	83.86	2.532033536
I0442321	79.24	2.448282614
I0442323	61.75	2.030656752
I0442401	140.75	2.918498346
I0442403	60.36	1.991794661
I0442412	53.5	1.793290583
I0442419	52.03	1.749955954
I0443101	57.87	1.920815327
I0443106	68.6	2.211661431
I0443107	181.42	2.977677815
I0443110	50.45	1.703356135
I0443116	83.59	2.527458136
I0443121	91.19	2.641660737
I0443203	46.92	1.599957816
I0443205	106.28	2.790554433
I0443211	86.29	2.571459605
I0443217	80.38	2.470031667
I0443219	68.99	2.22135635
I0443221	67.21	2.17653198
I0443223	196.84	2.997807108
I0443304	79.06	2.44478343
I0443314	77.74	2.418580428
I0443319	98.46	2.724804991
I0443320	44.56	1.532110904
I0443324	47.81	1.625865313
I0443405	87.83	2.594837782
I0443412	78.78	2.439304958
I0443418	124.71	2.879819201
I0443419	54.77	1.830617062
I0443421	99.56	2.735415193
I0444103	72.03	2.294382328
I0444105	64.17	2.096754088
I0444106	94.52	2.682677199
I0444107	60.15	1.985872366
I0444109	93.22	2.667279738
I0444112	143.13	2.922819897
I0444120	50.97	1.718686202
I0444125	58.54	1.940067239
I0444202	121.38	2.86849215
I0444208	68.63	2.212409746
I0444210	80.51	2.472466586
I0444301	106.31	2.790766503
I0444306	56	1.866593956
I0444311	31.39	1.200950864
I0444318	86.36	2.572549038
I0444402	61.13	2.013397233
I0444404	68.5	2.209163988
I0444406	103.83	2.77226493
I0444420	121.69	2.869614137
I0451114	129.15	2.892752743
I0451202	140.54	2.918105209
I0451207	48.44	1.644283839
I0451208	64.28	2.099706921
I0451210	72.86	2.313509206
I0451212	78.75	2.438715431
I0451217	156.14	2.943402128
I0451305	195.81	2.996466021
I0451306	57.71	1.916202982
I0451307	39.42	1.391006837
I0451308	167.71	2.959496152
I0451310	40.51	1.419956041
I0451311	76.71	2.397472705
I0451312	165.3	2.956229446
I0451401	69.92	2.244181057
I0452104	65.84	2.141060878
I0452106	106.19	2.789916551
I0452113	80.83	2.478420812
I0452207	59.31	1.962059222
I0452306	74.46	2.349363876
I0452310	79.87	2.460389882
I0452402	72.64	2.308474171
I0452406	64.31	2.100511419
I0452408	59.02	1.953794081
I0452410	66.29	2.152801916
I0452415	205.92	3.009621461
I0452416	39.66	1.397328537
I0453101	52.31	1.758215752
I0453103	100.06	2.740080613
I0453107	50.91	1.716916813
I0453110	66.52	2.158769242
I0453111	112.91	2.831210465
I0453112	66.77	2.165229304
I0453115	135.4	2.907763698
I0453202	52.62	1.767358496
I0453207	87.48	2.589632438
I0453209	168.73	2.960869686
I0453211	66.72	2.163939485
I0453304	34.34	1.265365389
I0453306	133.53	2.903596677
I0453310	76.61	2.39539264
I0453315	53.65	1.797706341
I0453408	62.49	2.051090035
I0453409	109.38	2.811052758
I0453414	41.31	1.441573277
I0453415	55.05	1.838824431
I0453417	52.4	1.760870365
I0454106	43	1.488157483
I0454107	94.99	2.68805571
I0454116	47.76	1.624406144
I0454118	42.67	1.478970509
I0454206	44.66	1.534955483
I0454210	53.2	1.784454656
I0454214	104.67	2.778756077
I0454306	53.88	1.804473945
I0454308	84.39	2.540900933
I0454312	68.13	2.199882782
I0454313	61.4	2.02092869
I0454401	61.37	2.020093009
I0454405	74.73	2.355280614
I0454410	87.66	2.592317347
I0454413	68.01	2.196858999
I0454415	112.66	2.829884624
I0454417	93.46	2.670180622
I0454418	84.19	2.537572451
I0461102	49.25	1.668042371
I0461112	71.59	2.284099047
I0461204	55.08	1.839703231
I0461205	163.21	2.95336761
I0461208	73.87	2.336299708
I0461209	115.17	2.842550943
I0461212	45.01	1.544934831
I0461214	50.41	1.70217741
I0461307	54.63	1.826509983
I0461308	64.43	2.103725882
I0461402	74.93	2.359638268
I0461410	44.89	1.541509321
I0461412	39.67	1.397592599
I0462107	66.69	2.163165066
I0462112	88.71	2.607648419
I0462113	69.6	2.23637459
I0462114	55.47	1.851117049
I0462202	78.36	2.431006708
I0462405	113.57	2.834640701
I0462410	92.42	2.657416456
I0463103	88.86	2.609792782
I0463104	100.65	2.745462108
I0463106	70.01	2.24636762
I0463107	90.68	2.634914122
I0463110	74.35	2.34694221
I0463117	137.59	2.912351425
I0463201	51.9	1.746120703
I0463202	29.16	1.157216556
I0463208	40.21	1.411928418
I0463209	86.03	2.56739063
I0463211	113.58	2.834691905
I0463303	75.16	2.364623079
I0463307	65.41	2.129761592
I0463309	87.69	2.592763209
I0463310	43.71	1.50805932
I0463311	50.07	1.692161974
I0463401	54.75	1.830030471
I0463406	41.64	1.450575501
I0463410	35.76	1.298768573
I0463412	53.52	1.79387944
I0463415	61.26	2.017026381
I0464101	85.04	2.551570823
I0464104	73.57	2.329586222
I0464106	58.19	1.930023095
I0464109	32.23	1.218566279
I0464112	77.09	2.405327342
I0464113	42.55	1.475640199
I0464115	50.39	1.701588079
I0464208	133.83	2.904281993
I0464211	76.24	2.387649179
I0464302	34.2	1.262152326
I0464303	74.73	2.355280614
I0464304	41.49	1.446477616
I0464307	76.57	2.394559092
I0464308	39.94	1.404741894
I0464309	59.63	1.9711537
I0464312	38.44	1.36551887
I0464412	77.18	2.407176132
I0464414	68.67	2.213406841
I0464416	65.85	2.141322727
I0481101	49.88	1.686568412
I0481105	47.06	1.604023397
I0481106	71.52	2.282453966
I0481107	66.01	2.145506546
I0481205	78.24	2.428618036
I0481206	53.06	1.780329439
I0481209	82.59	2.510169288
I0481211	73.06	2.318064636
I0481216	90.15	2.627768161
I0481217	80.11	2.464944946
I0481307	94.36	2.680823614
I0481309	93.49	2.670541362
I0481310	66.93	2.169349314
I0481312	44.41	1.527849755
I0481317	92.22	2.654903651
I0481319	83.26	2.521812607
I0481401	44.41	1.527849755
I0481406	51.49	1.734024669
I0481408	56.63	1.884933285
I0481412	72.32	2.301105675
I0481415	39.69	1.39812088
I0482101	83.5	2.525924275
I0482105	45.23	1.551225512
I0482107	44.46	1.529269368
I0482108	53.27	1.78651686
I0482109	69.14	2.225065919
I0482110	51.12	1.723110147
I0482112	42.48	1.473700133
I0482114	82.18	2.50292415
I0482205	86.53	2.57518412
I0482207	71.55	2.283159306
I0482210	69.3	2.229010924
I0482212	73.79	2.334514091
I0482215	58.92	1.95093904
I0482218	51.35	1.729894575
I0482221	96.63	2.706061971
I0482222	79.97	2.462291662
I0482302	85.96	2.566289065
I0482311	52.25	1.756445911
I0482312	63.7	2.084084853
I0482314	125.37	2.881886743
I0482317	53.49	1.792996143
I0482410	42.73	1.480637768
I0482411	61.03	2.010601964
I0482412	104.62	2.77837627
I0482414	73.61	2.330484097
I0482416	79.06	2.44478343
I0482418	45.29	1.552943479
I0483101	60.91	2.007243533
I0483104	65.12	2.122097761
I0483105	98.37	2.72391545
I0483110	57.83	1.919662761
I0483117	76.54	2.39393336
I0483121	78.97	2.443027179
I0483213	82.01	2.499893254
I0483301	75.76	2.377493077
I0483303	55.06	1.839117377
I0483306	64.87	2.115463404
I0483307	50.59	1.707482314
I0483309	95.39	2.692555794
I0483312	60.1	1.984460419
I0483314	39.76	1.399971507
I0483316	54.39	1.819464373
I0483320	59.27	1.9609205
I0483408	48.43	1.643991033
I0483409	57.07	1.897700247
I0483410	82.24	2.503990123
I0483412	59.35	1.963197523
I0484101	55.54	1.853163512
I0484104	52.14	1.753201024
I0484110	68.38	2.206160866
I0484111	27.56	1.128720236
I0484114	65.98	2.144722909
I0484115	120.98	2.867022525
I0484116	36.06	1.306008412
I0484118	36.54	1.317719014
I0484201	72.98	2.316244969
I0484302	39.78	1.400500724
I0484303	74.78	2.356372034
I0484304	52.33	1.758805683
I0484305	39.36	1.389431193
I0484306	105.92	2.787987762
I0484308	43.24	1.494864579
I0484311	63.27	2.072420665
I0484317	80.72	2.476380369
I0484401	53.38	1.789756881
I0484407	63.33	2.074052353
I0484412	72.35	2.301798721
I0484416	67.5	2.183934122
I0491106	75.57	2.373438559
I0491110	90.04	2.626267698
I0491202	60.18	1.986719189
I0491205	55.12	1.840874788
I0491206	54.58	1.825042648
I0491209	68.44	2.20766327
I0491302	31.99	1.213472093
I0491303	43.71	1.50805932
I0491307	236.62	3.049535947
I0491401	54.65	1.827096841
I0491409	58.76	1.946365764
I0491411	63.58	2.080836682
I0492101	66.33	2.153841359
I0492103	55.67	1.856962244
I0492110	116.99	2.850894073
I0492113	82.49	2.508410604
I0492114	67.96	2.195597126
I0492214	87.36	2.587833214
I0492301	83.47	2.525412017
I0492308	145.83	2.927459713
I0492312	33.47	1.245641707
I0492407	86.74	2.578418368
I0493103	93.91	2.675548313
I0493104	74.87	2.35833322
I0493105	113.47	2.834127414
I0493107	72.64	2.308474171
I0493112	88.4	2.603180602
I0493116	43.71	1.50805932
I0493207	80.57	2.473587274
I0493301	106.17	2.789774458
I0493303	76.58	2.39476756
I0493305	76.46	2.392262354
I0493311	83.32	2.52284344
I0493313	81.16	2.484502426
I0493409	135.01	2.906914715
I0493416	36.59	1.318947692
I0494101	72.23	2.299023752
I0494105	70.5	2.258202327
I0494202	28.54	1.145878548
I0494206	65.61	2.135026706
I0494215	87.06	2.583302561
I0494301	43.2	1.493745261
I0494314	96.85	2.708389222
I0494402	79.72	2.457526934
I0494404	69.54	2.234905336
I0494408	34.18	1.261694527
I0494409	64.09	2.09460362
I0494410	77.05	2.40450424
I0494411	80.58	2.473773863
I0494412	33.87	1.254637652
I0494413	65.8	2.140013058
I0494415	62.74	2.057950464
I0501101	59.36	1.963482032
I0501105	61.17	2.014514462
I0501106	85.85	2.564552823
I0501108	79.08	2.445173105
I0501111	71.59	2.284099047
I0501205	65.39	2.129234166
I0501206	47.74	1.623822592
I0501315	139.47	2.916069619
I0501404	73.3	2.323503556
I0501406	70.92	2.268251553
I0501412	62.45	2.049990331
I0501414	105.42	2.784355291
I0502113	70.1	2.248550211
I0502201	85.35	2.5565803
I0502204	84.32	2.539738402
I0502205	136.16	2.909389454
I0502206	49.77	1.683331259
I0502211	69.59	2.236129836
I0502212	73.77	2.334067158
I0502214	101.08	2.749301193
I0502305	39.01	1.380278732
I0502306	97.21	2.712153324
I0502313	44.54	1.531542352
I0502314	58.72	1.945221454
I0502406	115.96	2.846254766
I0503103	58.73	1.945507569
I0503104	37.25	1.335318252
I0503105	75.4	2.369794337
I0503110	97.32	2.713292609
I0503204	69.55	2.235150333
I0503301	58.39	1.935766122
I0503302	81.92	2.498282291
I0503303	64.67	2.110137744
I0503310	66.52	2.158769242
I0503313	78.76	2.438911995
I0503407	97.78	2.718002308
I0504107	165.55	2.956569857
I0504109	63.48	2.078125744
I0504111	61.01	2.010042536
I0504114	75.2	2.365487105
I0504203	85.61	2.560742506
I0504205	66.08	2.147333538
I0504207	76.76	2.398510699
