aacode	floorx	SAP_hhsizex
I0504211	86.1	2.568489616
I0504212	65.69	2.137128072
I0504301	93.11	2.665941251
I0504302	87.22	2.58572471
I0504304	84.24	2.538406581
I0504307	71.59	2.284099047
I0504414	41.43	1.444841234
I0504415	84.18	2.537405464
I0511102	71.85	2.290187492
I0511109	79.02	2.444003422
I0511207	59.5	1.967462376
I0511301	37.26	1.33556843
I0511303	80.66	2.475264609
I0511305	56.93	1.893641948
I0511315	39	1.380018217
I0511402	61.17	2.014514462
I0511403	89.31	2.616157793
I0511404	45.12	1.548078481
I0511406	89.73	2.622006867
I0511410	45.6	1.561835026
I0511412	306.73	3.140679
I0512102	98.69	2.727063405
I0512107	38.01	1.354507873
I0512108	81.42	2.489252073
I0512113	31.14	1.195825478
I0512307	63.91	2.089756033
I0512308	41.83	1.455780179
I0512309	93.02	2.664841943
I0512311	71.61	2.284568612
I0512401	113.45	2.834024482
I0512403	47.44	1.61507743
I0512405	69.65	2.237597635
I0512407	71.31	2.277503805
I0512409	75.31	2.367858744
I0512411	85.39	2.55722297
I0513101	61.04	2.010881632
I0513110	83.94	2.533381675
I0513111	68.76	2.215647543
I0513112	141.01	2.918982295
I0513205	85.24	2.554808584
I0513207	38.07	1.356037755
I0513403	106.5	2.792103154
I0513407	61.84	2.033151754
I0513409	119.91	2.862966065
I0514103	69.54	2.234905336
I0514105	77.32	2.410043251
I0514108	45.37	1.555235622
I0514208	90.28	2.629533732
I0514211	127.28	2.887574514
I0514301	38.71	1.37248751
I0514308	86.18	2.569742448
I0514406	178.86	2.974315854
I0514407	39.28	1.387333339
I0514408	42.4	1.471485298
I0521105	125.24	2.881483812
I0521107	59.96	1.980503181
I0521203	88.07	2.598370794
I0521204	55.21	1.84351005
I0521207	51.07	1.721635429
I0521302	113.5	2.83428164
I0521304	193.97	2.994069578
I0521308	199.53	3.001308464
I0521403	89.64	2.620760906
I0521405	79.78	2.458673593
I0522203	76.91	2.401616522
I0522204	108.4	2.804873162
I0522308	50.88	1.716032162
I0522404	56.22	1.87300568
I0522405	97.23	2.712360843
I0522410	89.88	2.624074515
I0523104	74.11	2.341636238
I0523108	77.55	2.414730302
I0523302	156.99	2.944629669
I0523401	58.95	1.951795818
I0524106	54.8	1.831496864
I0524303	82.88	2.515238783
I0524308	120.72	2.866053804
I0524406	69.75	2.240040081
I0524409	58.44	1.93720042
I0524411	89.84	2.623524235
I0531114	58.45	1.937487209
I0531201	84.99	2.55075806
I0531205	45.73	1.565571203
I0531207	75.05	2.362242579
I0531211	110.91	2.820179214
I0531304	114.56	2.83960116
I0531307	74.2	2.343629564
I0531402	78.77	2.439108504
I0531403	92.26	2.655407726
I0531406	72.49	2.305026787
I0531410	109.9	2.814224357
I0531412	61.51	2.023990376
I0532110	95.36	2.692220738
I0532113	44.22	1.522462361
I0532114	163.52	2.953794013
I0532115	140.09	2.917255836
I0532201	99.25	2.732473626
I0532206	167.11	2.958685816
I0532208	31.73	1.20800837
I0532209	65.68	2.136865548
I0532303	111.63	2.824263966
I0532309	103.65	2.770843069
I0532310	74.99	2.360941388
I0532311	57.16	1.900307164
I0532312	87.48	2.589632438
I0532404	55.46	1.850824641
I0532406	84.66	2.545360423
I0532408	85.9	2.565342814
I0532413	300.09	3.132047
I0532414	33.22	1.240083059
I0533104	147.73	2.93058396
I0533108	116.9	2.850497021
I0533202	118.22	2.856166558
I0533203	64.66	2.10987104
I0533205	70.57	2.259883303
I0533207	67.95	2.195344613
I0533209	149.08	2.932743109
I0533211	212.66	3.01838619
I0533213	89.7	2.621591995
I0533214	39.26	1.386809415
I0533302	83.17	2.520262709
I0533309	98.23	2.722525191
I0533310	94.66	2.684289643
I0533311	71.37	2.278920417
I0533403	71.9	2.291354388
I0533405	47.72	1.623239105
I0533406	54.73	1.829443834
I0533413	61.28	2.017584237
I0533414	69.86	2.242721147
I0533415	62.69	2.056580143
I0534110	72.66	2.308932941
I0534202	148.97	2.932568917
I0534205	73.03	2.317382653
I0534209	141.82	2.920470771
I0534211	38.22	1.359871785
I0534303	68.42	2.207162656
I0534308	114.65	2.840041402
I0534314	196.1	2.996843635
I0534402	42.78	1.482028211
I0534405	47.77	1.624697945
I0534408	297.55	3.128745
I0534409	57.99	1.92427092
I0534413	41.9	1.457701586
I0541102	94.33	2.680474782
I0541108	228.22	3.038615808
I0541111	97.93	2.71951916
I0541113	221.93	3.030438515
I0541206	140.69	2.918386228
I0541208	106.99	2.795499332
I0541213	73.95	2.338081941
I0541215	39.05	1.381321341
I0541302	42.12	1.46375372
I0541304	74.86	2.358115524
I0541305	86.1	2.568489616
I0541306	47.57	1.618865099
I0541307	71.76	2.288083856
I0541309	59.87	1.977956322
I0541310	86.58	2.575956268
I0541311	55.44	1.850239785
I0541313	95.12	2.689526002
I0541405	101.71	2.754801723
I0541411	89.81	2.623111004
I0541414	183.29	2.980128195
I0541415	66.2	2.150460646
I0542103	69.52	2.234415198
I0542202	260.01	3.079942999
I0542213	83.67	2.528817903
I0542214	48.59	1.648677527
I0542217	40.05	1.407665293
I0542301	48.51	1.646333856
I0542304	85.41	2.557543987
I0542305	122.59	2.872789934
I0542308	85.43	2.557864791
I0542310	55.69	1.857546448
I0542311	69.49	2.233679627
I0542312	53.44	1.791523849
I0542401	62.51	2.051639677
I0542406	64.57	2.107468913
I0542408	64.56	2.107201811
I0542409	52.53	1.764704435
I0542412	61.08	2.011999989
I0542413	55.14	1.841460491
I0543106	77.39	2.411472801
I0543108	88.44	2.603759837
I0543109	133.23	2.902904629
I0543111	71.97	2.292985894
I0543203	77.13	2.406149571
I0543204	58.76	1.946365764
I0543211	97.63	2.716476179
I0543213	238.03	3.051368957
I0543214	146.82	2.929100808
I0543305	123.53	2.875982267
I0543307	74.36	2.347162628
I0543310	95.02	2.688395673
I0543312	110.31	2.816673937
I0543314	104.92	2.7806428
I0543403	34.71	1.273927725
I0543405	56.09	1.869217873
I0543411	97.83	2.718508954
I0543414	137.65	2.912473071
I0544104	83.86	2.532033536
I0544105	56.79	1.889579959
I0544114	89.1	2.613200134
I0544115	120.11	2.863738447
I0544206	253.96	3.072077997
I0544210	161.88	2.951529796
I0544212	63.04	2.066153632
I0544214	202.58	3.005276926
I0544301	214.03	3.020167504
I0544310	85.21	2.554324275
I0544401	46.07	1.575362678
I0544403	78.03	2.424418896
I0544411	50.34	1.700114848
I0544412	71.91	2.291587614
I0551105	68.76	2.215647543
I0551108	109.73	2.813195528
I0551111	79.14	2.446340816
I0551201	72.46	2.304335912
I0551209	40.47	1.418883142
I0551210	41.55	1.448115587
I0551302	84.63	2.544866849
I0551305	80.89	2.479530991
I0551307	140.75	2.918498346
I0551309	104.63	2.778452297
I0551403	64.63	2.109070689
I0552105	85	2.550920719
I0552111	24.5	1.081460338
I0552210	65.59	2.134500946
I0552301	72.29	2.300412165
I0552302	52.26	1.756740889
I0552303	69.95	2.244910352
I0552304	45.78	1.567009336
I0552308	90.59	2.633710377
I0552310	89.7	2.621591995
I0552403	64.26	2.099170393
I0553106	67.61	2.186731885
I0553201	73.2	2.321241005
I0553202	160.2	2.949186814
I0553204	63.59	2.08110757
I0553208	71.66	2.285741634
I0553305	55.13	1.841167646
I0553309	51.62	1.737859939
I0553312	77.18	2.407176132
I0553403	90.85	2.637177063
I0553404	54.22	1.814470216
I0553408	69.05	2.222841466
I0554103	57.89	1.92139148
I0554105	105.5	2.784941825
I0554108	98.02	2.720424835
I0554110	80.53	2.472840368
I0554111	59.25	1.960350982
I0554201	42.39	1.471208623
I0554204	77.77	2.419186539
I0554208	125.03	2.880828483
I0554310	79.82	2.459436936
I0554402	72.92	2.314878026
I0554407	95.54	2.69422514
I0561101	25.17	1.090963536
I0561109	139.22	2.915585906
I0561113	132.05	2.900114683
I0561202	98.94	2.729494116
I0561204	51.37	1.730484572
I0561206	82.02	2.500071978
I0561210	80.07	2.464187961
I0561301	95.95	2.698737823
I0561304	93.18	2.666793666
I0561306	69.3	2.229010924
I0561313	152.94	2.938684875
I0561403	61.99	2.037304092
I0561405	87.7	2.592911727
I0561410	81.17	2.484685788
I0562103	82	2.499714476
I0562205	46.78	1.595896167
I0562302	73.52	2.328462695
I0562304	24.97	1.088076061
I0562305	68.53	2.209913714
I0562306	59.9	1.978805527
I0562309	95.92	2.698410108
I0562313	90.21	2.628584076
I0562413	80.92	2.480085341
I0563110	160.79	2.950012585
I0563207	49.78	1.683625507
I0563211	63.65	2.082732108
I0563212	73.83	2.335407323
I0563213	58.36	1.934905261
I0563302	75.28	2.367212579
I0563305	136.07	2.909198862
I0563312	71.47	2.281277385
I0563404	92.4	2.657166026
I0564102	143.8	2.923995392
I0564105	81.74	2.495047121
I0564107	58.85	1.948939016
I0564109	51.25	1.726944692
I0564201	73.19	2.321014461
I0564206	129.71	2.894234549
I0564301	68.71	2.214403181
I0564305	48.77	1.653953777
I0564311	65.88	2.142108021
I0564312	129.66	2.894103475
I0564314	114.5	2.839306689
I0564405	61.41	2.021207187
I0564407	91.45	2.645051648
I0564410	55.83	1.861634221
I0571109	88.69	2.607361644
I0571111	51.15	1.723995007
I0571201	47.63	1.620614244
I0571204	65.51	2.132396232
I0571206	233.4	3.045349912
I0571207	62.15	2.041724902
I0571214	43.3	1.496544645
I0571218	47.47	1.615951244
I0571301	73.99	2.338971787
I0571310	29.41	1.161891937
I0571317	55.61	1.855209284
I0571402	65.5	2.132132955
I0571409	67.09	2.173457975
I0571411	192.62	2.992310632
I0572106	219.97	3.027890356
I0572109	164.89	2.955670333
I0572114	69.28	2.22851847
I0572201	151.4	2.936351634
I0572203	97.33	2.71339593
I0572205	77.81	2.419993923
I0572206	75.55	2.373010635
I0572207	95.15	2.689864236
I0572213	34.47	1.268362151
I0572216	104.95	2.780867834
I0572303	35.88	1.301657088
I0572305	89.36	2.616858736
I0572312	79.96	2.46210173
I0572401	221.98	3.030503518
I0572410	139.02	2.915196644
I0572416	63.95	2.090834351
I0573101	74.15	2.342522692
I0573105	79.22	2.447894693
I0573108	43.9	1.513415075
I0573203	67.07	2.172945016
I0573205	82.86	2.514890627
I0573212	146.96	2.929330519
I0573213	92.94	2.663861614
I0573214	74.31	2.346060008
I0573301	212.87	3.018659242
I0573302	76.98	2.403061715
I0573305	93.24	2.667522497
I0573306	124.72	2.879850938
I0573314	220.52	3.028605405
I0573401	146.13	2.927960171
I0573403	83.72	2.529666007
I0573407	153.47	2.939477705
I0573410	41.17	1.437768846
I0573414	47.5	1.616825217
I0573415	52.43	1.761755191
I0574102	197.94	2.999239065
I0574115	266.69	3.088627
I0574201	39.19	1.384977386
I0574203	87.46	2.589333084
I0574208	46.63	1.5915489
I0574212	97.07	2.710695989
I0574301	42.36	1.47037884
I0574302	40.35	1.415669131
I0574303	44.74	1.537233308
I0574305	155.21	2.942047576
I0574307	152.32	2.937750971
I0574309	45.15	1.548936429
I0574311	39.21	1.385500552
I0574312	175.63	2.970058019
I0574316	180.19	2.976063688
I0574403	71.5	2.281983486
I0574407	133.05	2.902486113
I0574409	112.19	2.827351779
I0574411	178.86	2.974315854
I0574414	70.17	2.250245031
I0581101	98.2	2.722226241
I0581105	221.89	3.030386512
I0581108	38.67	1.371452498
I0581109	38.32	1.362435149
I0581206	78.16	2.427021209
I0581209	90.15	2.627768161
I0581210	56.4	1.878245731
I0581213	78.65	2.436746778
I0581215	125.53	2.882379797
I0581216	35.97	1.30382998
I0581302	96.62	2.705955698
I0581304	83.23	2.521296461
I0581307	88.29	2.601583504
I0581310	72.09	2.295776914
I0581408	125.29	2.881639033
I0582205	72.65	2.308703582
I0582206	106.14	2.789561085
I0582207	96.03	2.699609824
I0582208	64.97	2.118120192
I0582209	78.14	2.426621455
I0582210	88.46	2.60404915
I0582211	52.68	1.769127719
I0582215	76.61	2.39539264
I0582307	98.36	2.72381641
I0582309	78.87	2.441070581
I0582310	40.53	1.420492782
I0582314	120.69	2.865941338
I0582316	49.8	1.684214025
I0582404	70.72	2.263477185
I0582406	72.42	2.30341402
I0582407	44.32	1.525296414
I0582409	67.61	2.186731885
I0582411	53.68	1.7985893
I0582412	81.17	2.484685788
I0583102	162.89	2.952926698
I0583104	46.19	1.578825141
I0583106	121.46	2.868783102
I0583115	91.42	2.644662054
I0583116	54.49	1.822400773
I0583117	94.52	2.682677199
I0583202	94.43	2.681635977
I0583206	94.47	2.682099193
I0583209	113.51	2.834333003
I0583213	116.6	2.849162121
I0583301	95.86	2.697753505
I0583306	192.39	2.992010895
I0583308	45.21	1.550653075
I0583310	62.79	2.059319897
I0583312	176.12	2.970705311
I0583403	210.32	3.0153435
I0583405	85.44	2.558025114
I0583406	59.05	1.9546501
I0583407	189.87	2.988725345
I0583408	41.28	1.440757296
I0583410	43.58	1.504401953
I0583414	376.45	3.231315
I0584112	112.32	2.828057659
I0584113	72.58	2.307096617
I0584114	78.87	2.441070581
I0584212	96.45	2.704142534
I0584214	86.35	2.572393562
I0584216	62.25	2.044483485
I0584218	92.07	2.65300661
I0584308	107.39	2.798218015
I0584313	113.4	2.833766753
I0584401	58.58	1.941213297
I0584406	86.13	2.568959822
I0584413	77.54	2.414527118
I0591102	67.38	2.180875765
I0591103	213.74	3.019790442
I0591105	97.86	2.718812448
I0591107	55.1	1.840289034
I0591109	72.66	2.308932941
I0591111	181.03	2.977166239
I0591214	59.08	1.955505888
I0591215	48.39	1.642819947
I0591302	80.15	2.465701055
I0591304	72.5	2.305256975
I0591306	48.04	1.632582632
I0591308	64.84	2.11466558
I0591311	83.96	2.533718173
I0591315	137.57	2.91231083
I0591317	128.95	2.892216089
I0591403	93.48	2.670421161
I0591405	94.73	2.68509257
I0591407	74.44	2.348924053
I0591412	95.31	2.691661431
I0591415	35.67	1.29660873
I0592101	227.86	3.038147797
I0592102	96.23	2.701777724
I0592108	136.51	2.91012583
I0592115	228.17	3.038550806
I0592201	67.1	2.173714388
I0592203	58.7	1.944649153
I0592208	81.41	2.489070078
I0592301	137.31	2.911781011
I0592304	101.79	2.755489773
I0592306	47.79	1.625281596
I0592310	79.46	2.452535273
I0592311	75.77	2.377705933
I0592312	47.08	1.604604509
I0592402	255.69	3.074326998
I0592406	149.14	2.932837997
I0592407	110.22	2.816140038
I0592409	124.71	2.879819201
I0592413	195.07	2.995502352
I0593101	146.36	2.928341976
I0593109	74.69	2.354406516
I0593112	152.81	2.938489642
I0593202	155.09	2.941871875
I0593204	127.06	2.886940764
I0593205	102.65	2.76274042
I0593208	73.75	2.333620014
I0593210	110.83	2.819717227
I0593211	194.94	2.995333043
I0593301	89.3	2.616017454
I0593304	28.9	1.152417052
I0593312	60.36	1.991794661
I0593313	84.73	2.546510229
I0593402	45.56	1.560686307
I0593405	42.75	1.48119383
I0593406	78	2.423817049
I0593407	117.73	2.854100034
I0593413	64.33	2.101047556
I0593414	48.67	1.651022025
I0593417	98.68	2.726965656
I0594102	77.53	2.414323879
I0594109	56.89	1.892481752
I0594113	157.43	2.945261406
I0594203	34.84	1.276960171
I0594207	80.2	2.466644958
I0594209	379.9	3.2358
I0594211	83.05	2.518189365
I0594212	110.3	2.81661472
I0594303	86.44	2.573790961
I0594304	98.75	2.727649057
I0594305	91.43	2.644791966
I0594308	73.55	2.329136969
I0594309	44.15	1.520480422
I0594318	264.06	3.085207999
I0594402	101.03	2.748858347
I0594406	45.33	1.554089334
I0594411	86.72	2.578111336
I0601105	88.62	2.606356335
I0601201	95.22	2.6906519
I0601206	112.7	2.83009775
I0601307	183.06	2.979827024
I0601405	78.06	2.42502025
I0601407	264.21	3.085402999
I0602103	70.3	2.253386148
I0602202	44.51	1.530689753
I0602207	103.07	2.766185902
I0602305	227.41	3.037562783
I0602307	169.19	2.961487566
I0602308	47.98	1.630829489
I0602309	87.12	2.584212422
I0602403	139.79	2.916684212
I0602409	67.35	2.18011016
I0602410	97.78	2.718002308
I0603103	129.52	2.893735193
I0603107	142.1	2.920978755
I0603207	79.14	2.446340816
I0603210	190.99	2.990185941
I0603301	61.52	2.024268517
I0603305	51.46	1.733139628
I0603309	91.84	2.650077027
I0603401	50.49	1.704534944
I0603407	79.75	2.45810051
I0603410	103.18	2.767078095
I0604102	64.99	2.118651063
I0604104	55.16	1.842046143
I0604105	89.85	2.62366188
I0604201	73.54	2.328912264
I0604205	86.64	2.576881121
I0604209	94.77	2.6855504
I0604305	218.2	3.02558917
I0611106	50.1	1.693045398
I0611108	122.11	2.87111108
I0611109	180.03	2.975853565
I0611202	159.1	2.947638028
I0611211	176.19	2.970797738
I0611213	144.34	2.924930786
I0611306	96.27	2.702209235
I0611402	93.54	2.671141674
I0611406	80.04	2.463619647
I0611409	71.22	2.275375474
I0611411	268.51	3.090993
I0612101	70.71	2.263237941
I0612107	152.76	2.938414471
I0612109	79.5	2.453305633
I0612112	91.6	2.646993123
I0612202	65.83	2.140798986
I0612209	57.87	1.920815327
I0612210	73.42	2.326211693
I0612403	61.11	2.012838429
I0613102	71.49	2.28174817
I0613104	69.8	2.241259479
I0613110	54.55	1.824162118
I0613112	48.79	1.654540275
I0613113	91.82	2.649821087
I0613203	69.49	2.233679627
I0613205	69.27	2.228272171
I0613209	69.94	2.244667303
I0613212	32.05	1.214741094
I0613305	190.26	2.989234015
I0613306	86.71	2.577957742
I0613307	55.43	1.849947336
I0613308	69.34	2.229995254
I0613401	60.88	2.00640323
I0613407	82.08	2.501143175
I0613409	93.25	2.667643806
I0614101	62.84	2.060688439
I0614105	184.35	2.981515505
I0614108	81.91	2.498103022
I0614110	105.67	2.786181436
I0614202	232.52	3.0442059
I0614203	162.87	2.952899115
I0614301	167.82	2.959644517
I0614401	82.87	2.515064732
I0614405	80.91	2.479900613
I0614409	55.46	1.850824641
I0621104	112.77	2.83046981
I0621109	57.99	1.92427092
I0621216	52.62	1.767358496
I0621308	73.46	2.327112725
I0621309	81.44	2.489615901
I0621310	81.13	2.483952013
I0621311	77.1	2.405532981
I0621313	63.56	2.080294794
I0621412	61.88	2.03425978
I0621415	80.81	2.478050315
I0622108	63.41	2.076225868
I0622112	165.14	2.956011382
I0622210	83.55	2.526776959
I0622212	49.1	1.663636957
I0622215	87.92	2.596166121
I0622301	70.34	2.254350968
I0622303	126.07	2.884020932
I0622305	114.44	2.839011432
I0622309	143.63	2.923698723
I0622311	118.14	2.855832174
I0622314	180.35	2.976273773
I0622411	129.08	2.892565365
I0622413	57.95	1.923119409
I0622415	71.82	2.28948674
I0623102	61.26	2.017026381
I0623106	104.17	2.774920733
I0623201	73.44	2.326662314
I0623308	108.68	2.806666199
I0623312	88.71	2.607648419
I0623317	134.62	2.906055405
I0623318	52.06	1.750840988
I0623402	66.09	2.147594366
I0624101	583.14	3.500012
I0624112	88.45	2.603904519
I0624201	164.73	2.955451852
I0624209	81.84	2.496846618
I0624210	57.86	1.920527218
I0624212	83.67	2.528817903
I0624213	74.76	2.355935626
I0624304	58.16	1.929160846
I0624309	170.91	2.963790137
I0624405	151.87	2.937068593
I0624409	69.8	2.241259479
I0624411	106.68	2.793359226
I0624416	78.74	2.438518812
I0631102	61.5	2.023712202
I0631104	77.38	2.411268743
I0631105	51.13	1.723405098
I0631107	45.97	1.572479903
I0631109	90.29	2.6296692
I0631113	71.62	2.284803318
I0631202	195.94	2.996635299
I0631203	43.19	1.493465522
I0631208	129.46	2.893576781
I0631211	141.93	2.920670729
I0631212	75.8	2.378344177
I0631301	132.54	2.901286643
I0631306	59.37	1.963766515
I0631310	96.95	2.709440284
I0631312	45.26	1.552084372
I0631313	56.46	1.879991197
I0631314	75.17	2.364839166
I0631316	78.12	2.426221482
I0631403	41.28	1.440757296
I0631405	78.62	2.436155114
I0631409	77.37	2.411064631
I0632102	81.18	2.484869095
I0632106	170.31	2.962988237
I0632107	143.46	2.923400981
I0632109	67.57	2.185715153
I0632113	67.78	2.191044864
I0632201	95.23	2.690764247
I0632205	196.15	2.996908739
I0632209	119.66	2.861991216
I0632212	52.67	1.768832857
I0632304	61.08	2.011999989
I0632306	63.9	2.089486358
I0632309	78.64	2.436549611
I0632314	35.75	1.298528312
I0632407	85.15	2.553354222
I0632412	78.79	2.439501358
I0633112	115	2.841736865
I0633201	172.73	2.966214825
I0633206	54.34	1.817995795
I0633207	196.05	2.996778531
I0633211	63.59	2.08110757
I0633213	85.55	2.559785173
I0633215	149.41	2.933263913
I0633303	116.04	2.846622684
I0633305	93.44	2.669939898
I0633309	161.73	2.951321621
I0633312	51.58	1.736679842
I0633313	47.47	1.615951244
I0633401	75.9	2.380468146
I0633404	32.38	1.221774641
I0633405	140.83	2.91864758
I0633412	85.52	2.559305792
I0633413	78.58	2.435365461
I0633414	147.67	2.930486883
I0633417	52.39	1.760575417
I0634107	87.26	2.586328175
I0634202	46.89	1.599087128
I0634204	112.49	2.828974595
I0634206	67.89	2.19382857
I0634207	41.1	1.435869973
I0634210	84.56	2.543713304
I0634212	74.09	2.341192693
I0634214	54.29	1.816526972
I0634305	68.78	2.216144957
I0634306	63.49	2.078397006
I0634312	72.24	2.299255283
I0634403	162.7	2.952664536
I0634406	96.75	2.707333927
I0634410	47.32	1.611583791
I0634413	146.03	2.927793663
I0634415	116.18	2.847263427
I0641102	98.1	2.721227094
I0641104	133.4	2.903297624
I0641105	58.69	1.944362965
I0641106	213.32	3.019244349
I0641109	66.61	2.161098018
I0641111	197.42	2.998562173
I0641113	221.65	3.030074494
I0641204	70.29	2.25314482
I0641208	75.35	2.368719546
I0641211	67.67	2.188255618
I0641213	96.54	2.705103981
I0641305	106.76	2.793914303
I0641307	100.34	2.742651102
I0641311	83.77	2.530512764
I0641401	256.5	3.075379998
I0641403	38.13	1.357569774
I0641404	84.65	2.545195952
I0641406	77.73	2.418378281
I0641410	76.53	2.393724675
I0641411	50.57	1.706892801
I0641415	69.31	2.229257079
I0642102	98.87	2.728816036
I0642104	82.11	2.501678039
I0642106	109.22	2.810062075
I0642205	86.36	2.572549038
I0642206	111.09	2.821212696
I0642207	106.83	2.7943984
