disease,age,sex,agesex,n_a,n_b,n_c,p_a,p_b,p_c,morbidity
Cardiopulmonary,10,MALE,10MALE,0.0422377877,-0.0423216562,8.38685007356124E-005,0.0415438811,-0.0416268022,8.29211381034918E-005,1.4622071778
Cardiopulmonary,11,MALE,11MALE,0.0468432277,-0.0469466748,0.0001034471,0.0460904668,-0.0461927739,0.0001023072,1.4622071778
Cardiopulmonary,12,MALE,12MALE,0.0519662262,-0.0520938445,0.0001276182,0.0511404281,-0.0512666558,0.0001262277,1.4622071778
Cardiopulmonary,13,MALE,13MALE,0.0576762406,-0.0578338878,0.0001576472,0.0567693031,-0.0569252546,0.0001559515,1.4622071778
Cardiopulmonary,14,MALE,14MALE,0.0640254412,-0.0642203572,0.000194916,0.0630403574,-0.0632332276,0.0001928701,1.4622071778
Cardiopulmonary,15,MALE,15MALE,0.0710849548,-0.0713260254,0.0002410707,0.0700169698,-0.0702555749,0.0002386052,0.4493476947
Cardiopulmonary,16,MALE,16MALE,0.0789268117,-0.0792248809,0.0002980692,0.077765398,-0.0780604875,0.0002950895,0.4493476947
Cardiopulmonary,17,MALE,17MALE,0.0876447657,-0.0880133486,0.0003685829,0.086378918,-0.0867438912,0.0003649732,0.4493476947
Cardiopulmonary,18,MALE,18MALE,0.0973496527,-0.0978056047,0.000455952,0.0959697645,-0.0964213454,0.0004515809,0.4493476947
Cardiopulmonary,19,MALE,19MALE,0.1081148944,-0.1086785253,0.0005636309,0.1066204215,-0.1071787972,0.0005583758,0.4493476947
Cardiopulmonary,20,MALE,20MALE,0.1199669953,-0.1206617209,0.0006947256,0.1183569934,-0.1190454369,0.0006884435,0.4493476947
Cardiopulmonary,21,MALE,21MALE,0.1329624433,-0.1338150062,0.0008525629,0.1312266553,-0.13207171,0.0008450548,0.4493476947
Cardiopulmonary,22,MALE,22MALE,0.1472765477,-0.1483215102,0.0010449625,0.1453937607,-0.1464296952,0.0010359344,0.4493476947
Cardiopulmonary,23,MALE,23MALE,0.1631041637,-0.1643861738,0.0012820101,0.1610530679,-0.1623241618,0.0012710938,0.4493476947
Cardiopulmonary,24,MALE,24MALE,0.1805749929,-0.182147616,0.0015726231,0.1783275638,-0.1798868984,0.0015593346,0.4493476947
Cardiopulmonary,25,MALE,25MALE,0.1997875913,-0.2017148193,0.0019272279,0.1973018254,-0.1992127104,0.001910885,0.4493476947
Cardiopulmonary,26,MALE,26MALE,0.2209257291,-0.2232872532,0.0023615241,0.2181609147,-0.2205022085,0.0023412938,0.4493476947
Cardiopulmonary,27,MALE,27MALE,0.2442770655,-0.2471755659,0.0028985004,0.2411801458,-0.2440533884,0.0028732426,0.4493476947
Cardiopulmonary,28,MALE,28MALE,0.2700554913,-0.2736162588,0.0035607675,0.2665655585,-0.2700945815,0.0035290229,0.4493476947
Cardiopulmonary,29,MALE,29MALE,0.2983431848,-0.3027125941,0.0043694093,0.2943962107,-0.2987256137,0.004329403,0.4493476947
Cardiopulmonary,30,MALE,30MALE,0.3293008439,-0.3346527342,0.0053518903,0.3248533028,-0.3301550335,0.0053017306,0.2054599883
Cardiopulmonary,31,MALE,31MALE,0.3630644432,-0.3696054559,0.0065410127,0.358094858,-0.3645735737,0.0064787156,0.2054599883
Cardiopulmonary,32,MALE,32MALE,0.3998216291,-0.4078005207,0.0079788916,0.3943059475,-0.4022079938,0.0079020462,0.2054599883
Cardiopulmonary,33,MALE,33MALE,0.439844836,-0.4495646137,0.0097197776,0.4337313303,-0.4433563673,0.0096250369,0.2054599883
Cardiopulmonary,34,MALE,34MALE,0.4833296628,-0.495159212,0.0118295492,0.4765561573,-0.4882687615,0.0117126041,0.2054599883
Cardiopulmonary,35,MALE,35MALE,0.5306263599,-0.5450114425,0.0143850826,0.5230601563,-0.5372996192,0.0142394627,0.2054599883
Cardiopulmonary,36,MALE,36MALE,0.5817768097,-0.5992359131,0.0174591034,0.5732492362,-0.5905256009,0.0172763644,0.2054599883
Cardiopulmonary,37,MALE,37MALE,0.6368741627,-0.6580066922,0.0211325295,0.6272076682,-0.6481101937,0.0209025251,0.2054599883
Cardiopulmonary,38,MALE,38MALE,0.6959833207,-0.7214900504,0.0255067297,0.6850793578,-0.7102985657,0.0252192074,0.2054599883
Cardiopulmonary,39,MALE,39MALE,0.7591545597,-0.7898635768,0.0307090171,0.7470475977,-0.7774027228,0.0303551245,0.2054599883
Cardiopulmonary,40,MALE,40MALE,0.826433671,-0.8633205411,0.0368868701,0.8131274062,-0.8495826662,0.0364552592,0.2054599883
Cardiopulmonary,41,MALE,41MALE,0.8978686795,-0.9420701424,0.0442014629,0.8832747659,-0.9269506395,0.0436758725,0.2054599883
Cardiopulmonary,42,MALE,42MALE,0.973359493,-1.0261577451,0.0527982522,0.957350384,-1.0095084026,0.052158017,0.2054599883
Cardiopulmonary,43,MALE,43MALE,1.0523575395,-1.1151513397,0.0627938003,1.0347616286,-1.0967748097,0.062013179,0.2054599883
Cardiopulmonary,44,MALE,44MALE,1.1343437482,-1.2086634814,0.0743197332,1.1150251527,-1.1883958073,0.0733706519,0.2054599883
Cardiopulmonary,45,MALE,45MALE,1.2191809029,-1.3067220142,0.0875411114,1.1979602248,-1.2843486704,0.086388442,0.1673611062
Cardiopulmonary,46,MALE,46MALE,1.3059334609,-1.4084763368,0.1025428761,1.2826523992,-1.3837990429,0.101146639,0.1673611062
Cardiopulmonary,47,MALE,47MALE,1.3931955865,-1.5123660105,0.1191704241,1.3676656142,-1.4851510068,0.1174853866,0.1673611062
Cardiopulmonary,48,MALE,48MALE,1.4789393059,-1.6159823101,0.1370430043,1.4508979514,-1.5859164029,0.1350184439,0.1673611062
Cardiopulmonary,49,MALE,49MALE,1.5611713729,-1.7170391779,0.1558678051,1.5302641703,-1.6837082719,0.1534440921,0.1673611062
Cardiopulmonary,50,MALE,50MALE,1.6408300739,-1.8168664621,0.1760363884,1.6066006018,-1.7797343762,0.1731337625,0.1673611062
Cardiopulmonary,51,MALE,51MALE,1.7188652824,-1.9166770923,0.1978118102,1.6807758706,-1.8751096144,0.194333729,0.1673611062
Cardiopulmonary,52,MALE,52MALE,1.7938574237,-2.0145571836,0.2206997602,1.7514988337,-1.9680550174,0.2165561656,0.1673611062
Cardiopulmonary,53,MALE,53MALE,1.8639389081,-2.1079820705,0.2440431629,1.8171888087,-2.0563545895,0.2391657587,0.1673611062
Cardiopulmonary,54,MALE,54MALE,1.9272174735,-2.1945160562,0.2672985832,1.8762249455,-2.1378662651,0.2616412932,0.1673611062
Cardiopulmonary,55,MALE,55MALE,1.9841862594,-2.2745700191,0.2903837603,1.9290216116,-2.2129156204,0.2838939774,0.1673611062
Cardiopulmonary,56,MALE,56MALE,2.0353190758,-2.3486166651,0.3132975901,1.97601855,-2.2819316168,0.3059130298,0.1673611062
Cardiopulmonary,57,MALE,57MALE,2.081348037,-2.4172082096,0.3358601734,2.0179664699,-2.3454780248,0.3275115116,0.1673611062
Cardiopulmonary,58,MALE,58MALE,2.1206458666,-2.4781531858,0.3575073203,2.0529863977,-2.4010839234,0.3480974754,0.1673611062
Cardiopulmonary,59,MALE,59MALE,2.1529854215,-2.5306729767,0.3776875563,2.080555072,-2.4476532206,0.3670980907,0.1673611062
Cardiopulmonary,60,MALE,60MALE,2.178789012,-2.5749598679,0.3961708573,2.1002833649,-2.4844893546,0.3842059237,0.1380528531
Cardiopulmonary,61,MALE,61MALE,2.2011547058,-2.6155335545,0.4143788502,2.1148330783,-2.5155447715,0.4007116176,0.1380528531
Cardiopulmonary,62,MALE,62MALE,2.2197674965,-2.6525786656,0.4328111709,2.1239075424,-2.5409326624,0.4170250321,0.1380528531
Cardiopulmonary,63,MALE,63MALE,2.2350960286,-2.6864020206,0.4513059941,2.1289961455,-2.5621045274,0.4331082796,0.1380528531
Cardiopulmonary,64,MALE,64MALE,2.251011082,-2.7206699912,0.4696589116,2.1352346291,-2.584287619,0.4490528732,0.1380528531
Cardiopulmonary,65,MALE,65MALE,2.2426792379,-2.7163148521,0.4736356166,2.1176777892,-2.5693122683,0.4516343606,0.1380528531
Cardiopulmonary,66,MALE,66MALE,2.2315389415,-2.7088142577,0.4772753188,2.0971761205,-2.5510060035,0.4538297627,0.1380528531
Cardiopulmonary,67,MALE,67MALE,2.2186634887,-2.6995326759,0.4808691898,2.0754743655,-2.5314510223,0.4559765346,0.1380528531
Cardiopulmonary,68,MALE,68MALE,2.2037260581,-2.6881277069,0.4844016513,2.0524471032,-2.5104931414,0.458045914,0.1380528531
Cardiopulmonary,69,MALE,69MALE,2.1856839839,-2.6732311645,0.4875471833,2.0258371647,-2.4853842037,0.4595469127,0.1380528531
Cardiopulmonary,70,MALE,70MALE,2.1623903841,-2.6519862264,0.489595845,1.991830547,-2.451427372,0.4595966969,0.1079334631
Cardiopulmonary,71,MALE,71MALE,2.1375650084,-2.6290118222,0.4914468165,1.9547075594,-2.4138566759,0.4591489866,0.1079334631
Cardiopulmonary,72,MALE,72MALE,2.1106520269,-2.6036639707,0.4930119466,1.9146364073,-2.3728398025,0.4582032634,0.1079334631
Cardiopulmonary,73,MALE,73MALE,2.0823965326,-2.5769098774,0.4945133476,1.8729280539,-2.3299406278,0.4570124401,0.1079334631
Cardiopulmonary,74,MALE,74MALE,2.0506354608,-2.5461106516,0.4954751937,1.8279991345,-2.2831325258,0.4551332555,0.1079334631
Cardiopulmonary,75,MALE,75MALE,2.0157240824,-2.511673557,0.4959494775,1.7797464546,-2.2322379632,0.4524913707,0.1079334631
Cardiopulmonary,76,MALE,76MALE,1.9799001427,-2.4763428467,0.496442707,1.7294176626,-2.1788146965,0.449396894,0.1079334631
Cardiopulmonary,77,MALE,77MALE,1.940114692,-2.4361366958,0.4960220069,1.6730988873,-2.1179199766,0.4448209474,0.1079334631
Cardiopulmonary,78,MALE,78MALE,1.8986690451,-2.3939290775,0.4952600355,1.6132624647,-2.0526268718,0.4393642633,0.1079334631
Cardiopulmonary,79,MALE,79MALE,1.8576505199,-2.3524413721,0.4947908553,1.5527308617,-1.9864839391,0.4337529313,0.1079334631
Cardiopulmonary,80,MALE,80MALE,1.813961701,-2.3079342336,0.4939725359,1.4902859471,-1.9179157879,0.4276296925,0.0921046355
Cardiopulmonary,81,MALE,81MALE,1.7716238458,-2.2655888039,0.4939649615,1.429920323,-1.8520623683,0.4221418943,0.0921046355
Cardiopulmonary,82,MALE,82MALE,1.7314905156,-2.2265478144,0.4950573022,1.3727948454,-1.7904780447,0.417683045,0.0921046355
Cardiopulmonary,83,MALE,83MALE,1.6874898276,-2.1828664034,0.4953765793,1.3141811927,-1.7268988007,0.4127174503,0.0921046355
Cardiopulmonary,84,MALE,84MALE,1.6451582449,-2.1416565752,0.4964983339,1.2590707406,-1.6676012104,0.4085303084,0.0921046355
Cardiopulmonary,85,MALE,85MALE,1.6115722356,-2.112484496,0.5009122642,1.2131629813,-1.6200302964,0.4068671489,0.0921046355
Cardiopulmonary,86,MALE,86MALE,1.5855442248,-2.0940100011,0.5084657802,1.1737095754,-1.5807317109,0.4070219634,0.0921046355
Cardiopulmonary,87,MALE,87MALE,1.5622869641,-2.0797536816,0.5174667217,1.1347168827,-1.5419653908,0.40724833,0.0921046355
Cardiopulmonary,88,MALE,88MALE,1.5442502956,-2.0724244129,0.5281741216,1.0963217215,-1.5040466577,0.4077247521,0.0921046355
Cardiopulmonary,89,MALE,89MALE,1.5302198975,-2.0696017537,0.5393818608,1.0570033323,-1.4645464525,0.4075429308,0.0921046355
Cardiopulmonary,90,MALE,90MALE,1.5519388551,-2.1163227702,0.5643839199,1.0454702803,-1.4629976863,0.4175272072,0.0921046355
Cardiopulmonary,91,MALE,91MALE,1.6103073088,-2.2163220501,0.6060147466,1.0618017976,-1.4998527611,0.4380507511,0.0921046355
Cardiopulmonary,92,MALE,92MALE,1.6018097781,-2.2261632008,0.6243534283,1.0296538836,-1.4665621704,0.436908073,0.0921046355
Cardiopulmonary,93,MALE,93MALE,1.58455863,-2.2213391372,0.636780513,0.9786986853,-1.4032546356,0.4245557431,0.0921046355
Cardiopulmonary,94,MALE,94MALE,1.597066381,-2.255886987,0.6588206119,0.9357121412,-1.3473249972,0.4116126595,0.0921046355
Cardiopulmonary,95,MALE,95MALE,1.6463758024,-2.3400505149,0.6936747186,0.9012120083,-1.2979554517,0.3967432636,0.0921046355
Cardiopulmonary,96,MALE,96MALE,1.6907064544,-2.413964888,0.7232584398,0.8453965785,-1.2095033433,0.3641066148,0.0921046355
Cardiopulmonary,97,MALE,97MALE,1.7251379502,-2.4687108779,0.7435729338,0.7603231578,-1.0688450273,0.3085217611,0.0921046355
Cardiopulmonary,98,MALE,98MALE,1.7227791331,-2.4621081965,0.739329069,0.6348167253,-0.8635208011,0.2287040128,0.0921046355
Cardiopulmonary,99,MALE,99MALE,1.7411189539,-2.4700870402,0.7289680913,0.5026996965,-0.6497606916,0.1470609665,0.0921046355
Cardiopulmonary,100,MALE,100MALE,1.64227762,-2.2892372346,0.6469596184,0.3488605097,-0.4217702118,0.0729096933,0.0921046355
Cardiopulmonary,101,MALE,101MALE,1.5463195764,-2.0854565141,0.5391369402,0.2349345135,-0.2645499826,0.0296154671,0.0921046355
Cardiopulmonary,102,MALE,102MALE,1.2376458577,-1.579346865,0.3417010084,0.1383359964,-0.1469141473,0.0085781506,0.0921046355
Cardiopulmonary,103,MALE,103MALE,0.6772517281,-0.7939390683,0.1166873404,0.060898941,-0.0623424657,0.0014435246,0.0921046355
Cardiopulmonary,104,MALE,104MALE,0.1721963404,-0.1826530305,0.0104566901,0.0142774768,-0.0143579726,8.0495851628333E-005,0.0921046355
Cardiopulmonary,105,MALE,105MALE,0,0,0,0,0,0,0.0921046355
Cardiopulmonary,0,FEMALE,0FEMALE,0.0154733774,-0.015479953,6.57559408249705E-006,0.0125336985,-0.0125388936,5.19506436192573E-006,2.0753434206
Cardiopulmonary,1,FEMALE,1FEMALE,0.0147633423,-0.0147699986,6.6563505741747E-006,0.0128834218,-0.0128892054,5.78367194586342E-006,2.0753434206
Cardiopulmonary,2,FEMALE,2FEMALE,0.0147772135,-0.0147844241,7.21068339707074E-006,0.0134717934,-0.0134783814,0.000006588,2.0753434206
Cardiopulmonary,3,FEMALE,3FEMALE,0.0153425893,-0.0153507564,8.1671031745682E-006,0.0142435002,-0.0142511148,7.61455832050635E-006,2.0753434206
Cardiopulmonary,4,FEMALE,4FEMALE,0.0162135837,-0.0162230256,9.44191972648999E-006,0.0151759475,-0.0151848379,8.89043073852969E-006,2.0753434206
Cardiopulmonary,5,FEMALE,5FEMALE,0.0172345301,-0.0172455345,1.1004416614502E-005,0.0162688958,-0.0162793555,1.04597073785129E-005,2.9434207525
Cardiopulmonary,6,FEMALE,6FEMALE,0.0184199956,-0.0184329097,1.29140942640572E-005,0.017536007,-0.0175483905,1.23835634155473E-005,2.9434207525
Cardiopulmonary,7,FEMALE,7FEMALE,0.0197863881,-0.0198016406,1.52524757058559E-005,0.0189887295,-0.0190034689,1.4739434908032E-005,2.9434207525
Cardiopulmonary,8,FEMALE,8FEMALE,0.0213581802,-0.0213763057,1.81255968412756E-005,0.0206352085,-0.020652834,1.76255082187365E-005,2.9434207525
Cardiopulmonary,9,FEMALE,9FEMALE,0.023158157,-0.0231798198,2.16628243382357E-005,0.0224798027,-0.0225009575,2.11547640807423E-005,2.9434207525
Cardiopulmonary,10,FEMALE,10FEMALE,0.0252005482,-0.0252265541,0.000026006,0.0245231112,-0.02454856,2.54487265722002E-005,2.9434207525
Cardiopulmonary,11,FEMALE,11FEMALE,0.0274983946,-0.0275297094,3.13147969580778E-005,0.0267759754,-0.0268066392,3.06637454582815E-005,2.9434207525
Cardiopulmonary,12,FEMALE,12FEMALE,0.0300663563,-0.0301041735,3.78172421989405E-005,0.0292643931,-0.0293014166,3.70234431420804E-005,2.9434207525
Cardiopulmonary,13,FEMALE,13FEMALE,0.032919187,-0.0329649716,4.57845731910138E-005,0.0320269731,-0.0320717915,4.48184846944768E-005,2.9434207525
Cardiopulmonary,14,FEMALE,14FEMALE,0.036056182,-0.0361116734,5.54914054431569E-005,0.0350987986,-0.0351531595,5.4360856386758E-005,2.9434207525
Cardiopulmonary,15,FEMALE,15FEMALE,0.0395147866,-0.0395820853,6.7298708081799E-005,0.0385194686,-0.0385854855,6.60169016066169E-005,1.132173626
Cardiopulmonary,16,FEMALE,16FEMALE,0.0433299007,-0.043411521,8.16202535589022E-005,0.0423201552,-0.042400356,8.02007776929546E-005,1.132173626
Cardiopulmonary,17,FEMALE,17FEMALE,0.0475542014,-0.0476532706,9.90692304328685E-005,0.0465450873,-0.046642609,9.75216591586119E-005,1.132173626
Cardiopulmonary,18,FEMALE,18FEMALE,0.0522582153,-0.0523787003,0.000120485,0.0512458469,-0.0513646303,0.0001187834,1.132173626
Cardiopulmonary,19,FEMALE,19FEMALE,0.0574958066,-0.0576425651,0.0001467584,0.0564547891,-0.0565996214,0.0001448323,1.132173626
Cardiopulmonary,20,FEMALE,20FEMALE,0.0632939024,-0.0634726238,0.0001787214,0.0621889983,-0.0623654622,0.0001764638,1.132173626
Cardiopulmonary,21,FEMALE,21FEMALE,0.0696672846,-0.0698844794,0.0002171948,0.0684565709,-0.0686710286,0.0002144577,1.132173626
Cardiopulmonary,22,FEMALE,22FEMALE,0.0767078443,-0.0769720623,0.000264218,0.0753515526,-0.0756123804,0.0002608279,1.132173626
Cardiopulmonary,23,FEMALE,23FEMALE,0.0845344177,-0.0848569937,0.0003225759,0.0830124466,-0.0833308211,0.0003183745,1.132173626
Cardiopulmonary,24,FEMALE,24FEMALE,0.0932147322,-0.0936095816,0.0003948493,0.091532093,-0.0919218181,0.0003897251,1.132173626
Cardiopulmonary,25,FEMALE,25FEMALE,0.1028274541,-0.103311641,0.0004841869,0.1009960108,-0.1014740417,0.0004780309,1.132173626
Cardiopulmonary,26,FEMALE,26FEMALE,0.1135023142,-0.114097604,0.0005952898,0.111535522,-0.1121235089,0.000587987,1.132173626
Cardiopulmonary,27,FEMALE,27FEMALE,0.1254597735,-0.1261954346,0.000735661,0.1233552458,-0.1240822483,0.0007270026,1.132173626
Cardiopulmonary,28,FEMALE,28FEMALE,0.1388952754,-0.1398087303,0.0009134549,0.1366270629,-0.1375301493,0.0009030864,1.132173626
Cardiopulmonary,29,FEMALE,29FEMALE,0.1539316142,-0.1550686739,0.0011370597,0.1514619541,-0.1525864511,0.001124497,1.132173626
Cardiopulmonary,30,FEMALE,30FEMALE,0.1706861338,-0.1721032425,0.0014171087,0.1679916012,-0.169393452,0.0014018508,0.7273943758
Cardiopulmonary,31,FEMALE,31FEMALE,0.1893491619,-0.1911164247,0.0017672627,0.1864213102,-0.188170109,0.0017487988,0.7273943758
Cardiopulmonary,32,FEMALE,32FEMALE,0.2101312745,-0.2123378681,0.0022065936,0.2069603252,-0.2091446131,0.002184288,0.7273943758
Cardiopulmonary,33,FEMALE,33FEMALE,0.2333851176,-0.2361476464,0.0027625288,0.2299473518,-0.2326828235,0.0027354717,0.7273943758
Cardiopulmonary,34,FEMALE,34FEMALE,0.25940336,-0.2628722602,0.0034689002,0.2556650984,-0.2591009354,0.0034358369,0.7273943758
Cardiopulmonary,35,FEMALE,35FEMALE,0.2884954827,-0.2928602818,0.004364799,0.2843760408,-0.2886997554,0.0043237146,0.7273943758
Cardiopulmonary,36,FEMALE,36FEMALE,0.3209069114,-0.3263992964,0.005492385,0.3162988319,-0.3217393419,0.00544051,0.7273943758
Cardiopulmonary,37,FEMALE,37FEMALE,0.3568580344,-0.3637614967,0.0069034623,0.3516556472,-0.3584930725,0.0068374252,0.7273943758
Cardiopulmonary,38,FEMALE,38FEMALE,0.3966240683,-0.4052914232,0.008667355,0.3907723295,-0.3993559964,0.0085836668,0.7273943758
Cardiopulmonary,39,FEMALE,39FEMALE,0.4404703082,-0.4513438888,0.0108735806,0.43400752,-0.4447768293,0.0107693092,0.7273943758
Cardiopulmonary,40,FEMALE,40FEMALE,0.4887825254,-0.502419702,0.0136371766,0.4817455591,-0.4952542668,0.0135087075,0.7273943758
Cardiopulmonary,41,FEMALE,41FEMALE,0.5419531731,-0.5590388717,0.0170856986,0.5343262439,-0.5512539093,0.0169276651,0.7273943758
Cardiopulmonary,42,FEMALE,42FEMALE,0.6001398063,-0.6214927067,0.0213529004,0.5918827393,-0.6130408542,0.0211581145,0.7273943758
Cardiopulmonary,43,FEMALE,43FEMALE,0.6633500829,-0.689942424,0.0265923411,0.6543609483,-0.6807113999,0.026350451,0.7273943758
Cardiopulmonary,44,FEMALE,44FEMALE,0.7316579626,-0.7646423023,0.0329843398,0.7218138573,-0.7544959597,0.0326821016,0.7273943758
Cardiopulmonary,45,FEMALE,45FEMALE,0.8050030796,-0.8457279346,0.0407248551,0.7941446657,-0.8344893488,0.0403446819,0.3325526516
Cardiopulmonary,46,FEMALE,46FEMALE,0.8830776265,-0.9330709836,0.0499933572,0.8710478798,-0.9205616935,0.0495138121,0.3325526516
Cardiopulmonary,47,FEMALE,47FEMALE,0.964830516,-1.0256239036,0.0607933877,0.9514816399,-1.0116719527,0.0601903106,0.3325526516
Cardiopulmonary,48,FEMALE,48FEMALE,1.0485164047,-1.1215287023,0.0730122977,1.0337382127,-1.1059988017,0.0722605861,0.3325526516
Cardiopulmonary,49,FEMALE,49FEMALE,1.1322609802,-1.2188937349,0.0866327547,1.1159871485,-1.2016926971,0.0857055448,0.3325526516
Cardiopulmonary,50,FEMALE,50FEMALE,1.2167433556,-1.3188572226,0.1021138671,1.1988969469,-1.2998718896,0.1009749376,0.3325526516
Cardiopulmonary,51,FEMALE,51FEMALE,1.3029023939,-1.4227336715,0.1198312778,1.2833765498,-1.4018107765,0.11843422,0.3325526516
Cardiopulmonary,52,FEMALE,52FEMALE,1.3890555958,-1.5284706636,0.139415068,1.3677545797,-1.5054666999,0.1377121114,0.3325526516
Cardiopulmonary,53,FEMALE,53FEMALE,1.4726403685,-1.6328393341,0.1601989659,1.4495085705,-1.6076549474,0.1581463657,0.3325526516
Cardiopulmonary,54,FEMALE,54FEMALE,1.5514441259,-1.7330140368,0.1815699112,1.5264298579,-1.7055571544,0.1791272825,0.3325526516
Cardiopulmonary,55,FEMALE,55FEMALE,1.6245470242,-1.8276040451,0.2030570213,1.5975103399,-1.7976924642,0.2001821069,0.3325526516
Cardiopulmonary,56,FEMALE,56FEMALE,1.6904546017,-1.9145737058,0.2241191045,1.6612220869,-1.8819929356,0.2207708279,0.3325526516
Cardiopulmonary,57,FEMALE,57FEMALE,1.749861422,-1.9944822735,0.244620852,1.7183005614,-1.959057627,0.2407570408,0.3325526516
Cardiopulmonary,58,FEMALE,58FEMALE,1.8028936595,-2.0672579021,0.2643642432,1.7687503465,-2.0286811017,0.2599307262,0.3325526516
Cardiopulmonary,59,FEMALE,59FEMALE,1.848951914,-2.1318877273,0.282935814,1.8119197343,-2.0897949942,0.2778752264,0.3325526516
Cardiopulmonary,60,FEMALE,60FEMALE,1.8877707905,-2.1877573767,0.299986587,1.8470796384,-2.1412899105,0.2942102339,0.1485878967
Cardiopulmonary,61,FEMALE,61FEMALE,1.9206110165,-2.2361515152,0.3155404995,1.8752706387,-2.1842106175,0.3089399356,0.1485878967
Cardiopulmonary,62,FEMALE,62FEMALE,1.9471104697,-2.2763783403,0.3292678716,1.896086052,-2.2178254799,0.3217393797,0.1485878967
Cardiopulmonary,63,FEMALE,63FEMALE,1.9668191877,-2.3076031925,0.3407840058,1.9095931493,-2.2418781837,0.3322849815,0.1485878967
Cardiopulmonary,64,FEMALE,64FEMALE,1.9824237443,-2.332461659,0.3500379158,1.9191588153,-2.2597935439,0.3406346721,0.1485878967
Cardiopulmonary,65,FEMALE,65FEMALE,1.9852134453,-2.338705062,0.3534916179,1.9154515781,-2.2588079809,0.3433563456,0.1485878967
Cardiopulmonary,66,FEMALE,66FEMALE,1.9857003333,-2.3423988397,0.3566985076,1.9089793804,-2.254745315,0.3457658767,0.1485878967
Cardiopulmonary,67,FEMALE,67FEMALE,1.9838398995,-2.3435114638,0.3596715655,1.9000226306,-2.2479152566,0.3478925674,0.1485878967
Cardiopulmonary,68,FEMALE,68FEMALE,1.9789056956,-2.3412145137,0.3623088193,1.8880150133,-2.2376421543,0.3496270818,0.1485878967
Cardiopulmonary,69,FEMALE,69FEMALE,1.9707621673,-2.335309648,0.3645474819,1.8721048749,-2.2229187754,0.3508138407,0.1485878967
Cardiopulmonary,70,FEMALE,70FEMALE,1.9585780659,-2.3246807738,0.3661027092,1.8502038171,-2.2012530155,0.3510491382,0.0888108027
Cardiopulmonary,71,FEMALE,71FEMALE,1.9442714553,-2.3116190755,0.3673476215,1.8246633904,-2.1754153086,0.3507518576,0.0888108027
Cardiopulmonary,72,FEMALE,72FEMALE,1.9259725527,-2.2939014115,0.3679288601,1.7942432732,-2.1438778934,0.3496345593,0.0888108027
Cardiopulmonary,73,FEMALE,73FEMALE,1.9036016632,-2.2714453413,0.3678436794,1.7594833034,-2.1072144836,0.347731119,0.0888108027
Cardiopulmonary,74,FEMALE,74FEMALE,1.8768048057,-2.2438570788,0.3670522744,1.7205704891,-2.0655860456,0.3450154952,0.0888108027
Cardiopulmonary,75,FEMALE,75FEMALE,1.8454633693,-2.2109200397,0.3654566717,1.676648277,-2.0179132533,0.3412649151,0.0888108027
Cardiopulmonary,76,FEMALE,76FEMALE,1.8103950836,-2.1735217765,0.3631266941,1.6275638546,-1.9639731037,0.336409188,0.0888108027
Cardiopulmonary,77,FEMALE,77FEMALE,1.771504327,-2.1314308389,0.3599265132,1.5724624786,-1.9026883911,0.3302258518,0.0888108027
Cardiopulmonary,78,FEMALE,78FEMALE,1.7289358661,-2.0847888626,0.3558529977,1.5119731946,-1.8347561805,0.3227829256,0.0888108027
Cardiopulmonary,79,FEMALE,79FEMALE,1.6825035137,-2.0334189539,0.3509154414,1.4473105425,-1.7615796217,0.3142690198,0.0888108027
Cardiopulmonary,80,FEMALE,80FEMALE,1.633056966,-1.9783625485,0.3453055838,1.3801691287,-1.6851595371,0.3049903498,0.0827938838
Cardiopulmonary,81,FEMALE,81FEMALE,1.5802943993,-1.9192386004,0.3389442024,1.3110291917,-1.6060348286,0.2950055793,0.0827938838
Cardiopulmonary,82,FEMALE,82FEMALE,1.5251841142,-1.857149958,0.3319658451,1.2411898335,-1.5257190104,0.2845291204,0.0827938838
Cardiopulmonary,83,FEMALE,83FEMALE,1.4670447635,-1.7911189888,0.3240742265,1.1700708458,-1.4433225999,0.273251699,0.0827938838
Cardiopulmonary,84,FEMALE,84FEMALE,1.4074008646,-1.7230105515,0.3156096882,1.0994320151,-1.3607561199,0.2613240512,0.0827938838
Cardiopulmonary,85,FEMALE,85FEMALE,1.3482501356,-1.6552677885,0.3070176542,1.0297093505,-1.2783634629,0.2486540604,0.0827938838
Cardiopulmonary,86,FEMALE,86FEMALE,1.2890522551,-1.5871339389,0.298081685,0.9581023852,-1.1927195241,0.234617089,0.0827938838
Cardiopulmonary,87,FEMALE,87FEMALE,1.2301450471,-1.5188399471,0.2886949012,0.8834565784,-1.1027192785,0.2192626526,0.0827938838
Cardiopulmonary,88,FEMALE,88FEMALE,1.1706304516,-1.4489264124,0.2782959619,0.8054746411,-1.0083632108,0.2028885249,0.0827938838
Cardiopulmonary,89,FEMALE,89FEMALE,1.1142833895,-1.3818070872,0.2675236987,0.7298730178,-0.9168860609,0.1870130011,0.0827938838
Cardiopulmonary,90,FEMALE,90FEMALE,1.0686657791,-1.3278486014,0.2591828234,0.6696334422,-0.8444317607,0.1747982788,0.0827938838
Cardiopulmonary,91,FEMALE,91FEMALE,1.0484031802,-1.3063571159,0.2579539368,0.6357824782,-0.8046764999,0.1688939831,0.0827938838
