Pollutant,Dwelling Type,Ventilation Type,"B4 (45, 45, 10)",b3,b2,b1,b0,"B4 (55, 45, 0)",b3,b2,b1,b0,"B4 (21, 33, 8)",b3,b2,b1,b0,"B4 (29, 33, 0)",b3,b2,b1,b0
ETS,House7,E,6.20821950937932E-005,-0.005083295,0.154322814,-2.1749864187,16.2012318492,6.36241322513337E-005,-0.0052155213,0.1586764521,-2.2471655836,17.1335485342,3.54425225445875E-005,-0.0029122212,0.0888427057,-1.25967931,9.2852591344,3.6722330385346E-005,-0.003021969,0.0924562253,-1.3195880168,10.059081983
ETS,House7,T,1.67471628108338E-005,-0.0014221899,0.0464657035,-0.7723744259,8.9114281108,1.65768044957394E-005,-0.0014135722,0.0465436881,-0.7852236421,9.4284173695,0.000010406,-0.0008805421,0.02856901,-0.4681158044,5.1430062679,1.02646296553334E-005,-0.0008733894,0.0286337372,-0.4787806539,5.5721073526
ETS,House7,NOTE,0.0001057047,-0.0084288229,0.2458304939,-3.2475439618,21.2133351698,0.0001077446,-0.008597237,0.2511545803,-3.3320319045,22.177729365,6.28458411575203E-005,-0.0050132821,0.1462332271,-1.929451486,12.3912576951,0.000064539,-0.0051530657,0.1506522188,-1.9995764784,13.1917048772
OUTPM2_5,Flat1,TE,-3.45391112392722E-007,0.000039164,-0.0022988551,0.1189184471,4.997307389,-3.45391112392701E-007,0.000039164,-0.0022988551,0.1189184471,4.997307389,-2.15869445245417E-007,2.44775278405867E-005,-0.0014367844,0.0743240294,3.1233171181,-2.15869445245417E-007,2.44775278405867E-005,-0.0014367844,0.0743240294,3.1233171181
OUTPM2_5,Flat1,E,-5.27897015749576E-007,5.93638773026493E-005,-0.0034559039,0.1670305637,3.5648030416,-5.27897015749565E-007,5.93638773026484E-005,-0.0034559039,0.1670305637,3.5648030416,-3.29935634843449E-007,3.71024233141535E-005,-0.0021599399,0.1043941023,2.228001901,-3.29935634843486E-007,3.71024233141565E-005,-0.0021599399,0.1043941023,2.228001901
OUTPM2_5,Flat1,T,-1.13668660431148E-006,0.0001126056,-0.0052319876,0.1927447005,3.7222230293,-1.13668660431144E-006,0.0001126056,-0.0052319876,0.1927447005,3.7222230293,-7.10429127694585E-007,7.03785228973859E-005,-0.0032699923,0.1204654378,2.3263893933,-7.10429127694615E-007,7.03785228973873E-005,-0.0032699923,0.1204654378,2.3263893933
OUTPM2_5,Flat1,NOTE,-9.76330803583762E-007,0.0001185213,-0.0067941347,0.2740443191,1.5985778435,-9.76330803583767E-007,0.0001185213,-0.0067941347,0.2740443191,1.5985778435,-6.10206752239889E-007,7.40758232098075E-005,-0.0042463342,0.1712776994,0.9991111522,-6.10206752239866E-007,7.40758232098058E-005,-0.0042463342,0.1712776994,0.9991111522
OUTPM2_5,Flat2,TE,-2.50268007552329E-007,2.77362042074037E-005,-0.0017588185,0.100307491,5.4550140499,-2.50268007552228E-007,2.77362042073995E-005,-0.0017588185,0.100307491,5.4550140499,-1.56417504720229E-007,1.73351276296295E-005,-0.0010992616,0.0626921819,3.4093837812,-1.56417504720143E-007,1.7335127629624E-005,-0.0010992616,0.0626921819,3.4093837812
OUTPM2_5,Flat2,E,-3.58278234814604E-007,4.45457536545008E-005,-0.0028557642,0.1435351298,4.318300945,-3.58278234814666E-007,4.45457536545054E-005,-0.0028557642,0.1435351298,4.318300945,-2.23923896759125E-007,2.78410960340632E-005,-0.0017848527,0.0897094562,2.6989380906,-2.23923896759134E-007,2.78410960340637E-005,-0.0017848527,0.0897094562,2.6989380906
OUTPM2_5,Flat2,T,-3.18384249970391E-007,0.000034273,-0.0021444663,0.1212869881,4.5859808854,-3.18384249970386E-007,0.000034273,-0.0021444663,0.1212869881,4.5859808854,-0.000000199,2.14206453889086E-005,-0.0013402914,0.0758043675,2.8662380534,-0.000000199,2.14206453889069E-005,-0.0013402914,0.0758043675,2.8662380534
OUTPM2_5,Flat2,NOTE,-3.58278234814604E-007,4.45457536545008E-005,-0.0028557642,0.1435351298,4.318300945,-3.58278234814666E-007,4.45457536545054E-005,-0.0028557642,0.1435351298,4.318300945,-2.23923896759125E-007,2.78410960340632E-005,-0.0017848527,0.0897094562,2.6989380906,-2.23923896759134E-007,2.78410960340637E-005,-0.0017848527,0.0897094562,2.6989380906
OUTPM2_5,Flat3,TE,1.05091824280056E-006,-7.90179277517902E-005,0.0016060737,0.0501754034,3.8882469786,1.05091824280056E-006,-7.90179277517902E-005,0.0016060737,0.0501754034,3.8882469786,6.56823901750368E-007,-4.93862048448722E-005,0.0010037961,0.0313596272,2.4301543616,6.56823901750281E-007,-4.93862048448657E-005,0.0010037961,0.0313596272,2.4301543616
OUTPM2_5,Flat3,E,-1.44304394167245E-007,1.75316218733043E-005,-0.0011412345,0.0791349089,3.5493886529,-1.44304394167317E-007,1.75316218733081E-005,-0.0011412345,0.0791349089,3.5493886529,-9.01902463545844E-008,1.09572636708188E-005,-0.0007132716,0.049459318,2.2183679081,-9.01902463545526E-008,1.09572636708165E-005,-0.0007132716,0.049459318,2.2183679081
OUTPM2_5,Flat3,T,0.000000815,-5.36127455794286E-005,0.0004119728,0.0927448652,2.3780735478,0.000000815,-5.36127455794302E-005,0.0004119728,0.0927448652,2.3780735478,5.09378514897757E-007,-0.000033508,0.000257483,0.0579655408,1.4862959674,5.09378514897767E-007,-0.000033508,0.000257483,0.0579655408,1.4862959674
OUTPM2_5,Flat3,NOTE,-3.17343812699484E-007,3.27756398470736E-005,-0.001783064,0.1083027298,2.1018251419,-3.17343812699455E-007,3.27756398470716E-005,-0.001783064,0.1083027298,2.1018251419,-1.98339882937154E-007,2.04847749044185E-005,-0.001114415,0.0676892061,1.3136407137,-1.9833988293719E-007,2.04847749044212E-005,-0.001114415,0.0676892061,1.3136407137
OUTPM2_5,House1,TE,-3.79681486678392E-006,0.0003692428,-0.0147886927,0.3448472234,4.8448349536,-3.79681486678379E-006,0.0003692428,-0.0147886927,0.3448472234,4.8448349536,-0.000002373,0.0002307768,-0.0092429329,0.2155295146,3.028021846,-0.000002373,0.0002307768,-0.0092429329,0.2155295146,3.028021846
OUTPM2_5,House1,E,-5.14918018312159E-006,0.0005193652,-0.0215426349,0.5028050098,2.760223513,-5.14918018312151E-006,0.0005193652,-0.0215426349,0.5028050098,2.760223513,-3.21823761445083E-006,0.0003246033,-0.0134641468,0.3142531311,1.7251396956,-3.2182376144509E-006,0.0003246033,-0.0134641468,0.3142531311,1.7251396956
OUTPM2_5,House1,T,-4.86292291073542E-006,0.0004574848,-0.0175448643,0.3867001374,4.4912341799,-4.86292291073536E-006,0.0004574848,-0.0175448643,0.3867001374,4.4912341799,-3.03932681920968E-006,0.000285928,-0.0109655402,0.2416875859,2.8070213624,-3.03932681920964E-006,0.000285928,-0.0109655402,0.2416875859,2.8070213624
OUTPM2_5,House1,NOTE,-8.61665999130973E-006,0.0008056397,-0.0302954662,0.6255397017,1.9897848986,-8.61665999130981E-006,0.0008056397,-0.0302954662,0.6255397017,1.9897848986,-5.38541249456853E-006,0.0005035248,-0.0189346664,0.3909623135,1.2436155616,-5.38541249456863E-006,0.0005035248,-0.0189346664,0.3909623135,1.2436155616
OUTPM2_5,House2,TE,-3.85648538147734E-006,0.0003596278,-0.0135841481,0.3001439239,4.4393291385,-3.85648538147736E-006,0.0003596278,-0.0135841481,0.3001439239,4.4393291385,-2.41030336342334E-006,0.0002247674,-0.0084900925,0.1875899524,2.7745807116,-2.41030336342347E-006,0.0002247674,-0.0084900925,0.1875899524,2.7745807116
OUTPM2_5,House2,E,-5.40505797335984E-006,0.0005029856,-0.0189121056,0.4080199855,2.8574736752,-5.40505797335987E-006,0.0005029856,-0.0189121056,0.4080199855,2.8574736752,-3.37816123334988E-006,0.000314366,-0.011820066,0.2550124909,1.785921047,-3.37816123334987E-006,0.000314366,-0.011820066,0.2550124909,1.785921047
OUTPM2_5,House2,T,-5.94216634286299E-006,0.0005307094,-0.0188471567,0.3776607635,3.830647009,-5.94216634286293E-006,0.0005307094,-0.0188471567,0.3776607635,3.830647009,-3.71385396428939E-006,0.0003316934,-0.0117794729,0.2360379772,2.3941543806,-3.71385396428939E-006,0.0003316934,-0.0117794729,0.2360379772,2.3941543806
OUTPM2_5,House2,NOTE,-8.64338181159314E-006,0.0007711663,-0.027240717,0.5308126653,1.9496406878,-8.64338181159323E-006,0.0007711663,-0.027240717,0.5308126653,1.9496406878,-5.4021136322458E-006,0.0004819789,-0.0170254481,0.3317579158,1.2185254299,-5.40211363224579E-006,0.0004819789,-0.0170254481,0.3317579158,1.2185254299
OUTPM2_5,House3,TE,-0.000004308,0.0004154721,-0.0165751735,0.3866076697,4.8186723686,-0.000004308,0.0004154721,-0.0165751735,0.3866076697,4.8186723686,-2.69248948068024E-006,0.0002596701,-0.0103594834,0.2416297936,3.0116702303,-2.69248948068027E-006,0.0002596701,-0.0103594834,0.2416297936,3.0116702303
OUTPM2_5,House3,E,-6.28445394105697E-006,0.0006073502,-0.0240778741,0.5392851563,3.1489365743,-6.28445394105702E-006,0.0006073502,-0.0240778741,0.5392851563,3.1489365743,-3.92778371316052E-006,0.0003795939,-0.0150486713,0.3370532227,1.9680853589,-3.92778371316053E-006,0.0003795939,-0.0150486713,0.3370532227,1.9680853589
OUTPM2_5,House3,T,-6.12664513032097E-006,0.0005685717,-0.0214548741,0.4612863014,4.2680427306,-6.12664513032099E-006,0.0005685717,-0.0214548741,0.4612863014,4.2680427306,-3.82915320645065E-006,0.0003553573,-0.0134092963,0.2883039384,2.6675267066,-3.82915320645073E-006,0.0003553573,-0.0134092963,0.2883039384,2.6675267066
OUTPM2_5,House3,NOTE,-1.06947583401687E-005,0.000982825,-0.0360834673,0.7191322335,1.8614128844,-1.06947583401688E-005,0.000982825,-0.0360834673,0.7191322335,1.8614128844,-6.68422396260539E-006,0.0006142656,-0.0225521671,0.4494576459,1.1633830528,-6.68422396260544E-006,0.0006142656,-0.0225521671,0.4494576459,1.1633830528
OUTPM2_5,House4,TE,-6.54106213685228E-006,0.0005900572,-0.0211347868,0.4139121558,4.8800927662,-6.54106213685221E-006,0.0005900572,-0.0211347868,0.4139121558,4.8800927662,-4.08816383553265E-006,0.0003687858,-0.0132092417,0.2586950974,3.0500579789,-4.08816383553272E-006,0.0003687858,-0.0132092417,0.2586950974,3.0500579789
OUTPM2_5,House4,E,-1.18008604381949E-005,0.0010646718,-0.0376257513,0.6932574462,2.4129058983,-1.18008604381948E-005,0.0010646718,-0.0376257513,0.6932574462,2.4129058983,-7.37553777387178E-006,0.0006654199,-0.0235160946,0.4332859039,1.5080661865,-7.37553777387184E-006,0.0006654199,-0.0235160946,0.4332859039,1.5080661865
OUTPM2_5,House4,T,-6.94705136014516E-006,0.0006211063,-0.0220239554,0.427950704,4.6686306564,-6.94705136014516E-006,0.0006211063,-0.0220239554,0.427950704,4.6686306564,-4.3419071000908E-006,0.0003881914,-0.0137649721,0.26746919,2.9178941603,-4.3419071000908E-006,0.0003881914,-0.0137649721,0.26746919,2.9178941603
OUTPM2_5,House4,NOTE,-1.41451225693703E-005,0.0012411682,-0.0423013913,0.746674347,2.0838336248,-1.41451225693704E-005,0.0012411682,-0.0423013913,0.746674347,2.0838336248,-8.8407016058565E-006,0.0007757301,-0.0264383696,0.4666714669,1.3023960155,-8.8407016058565E-006,0.0007757301,-0.0264383696,0.4666714669,1.3023960155
OUTPM2_5,House5,TE,-4.50981380698344E-006,0.0004181199,-0.0158737268,0.34865166,6.3057228635,-4.50981380698333E-006,0.0004181199,-0.0158737268,0.34865166,6.3057228635,-2.8186336293646E-006,0.000261325,-0.0099210793,0.2179072875,3.9410767897,-2.81863362936455E-006,0.000261325,-0.0099210793,0.2179072875,3.9410767897
OUTPM2_5,House5,E,-6.15757547994656E-006,0.0005721102,-0.0216574184,0.4637925521,5.007543048,-6.15757547994683E-006,0.0005721102,-0.0216574184,0.4637925521,5.007543048,-3.84848467496664E-006,0.0003575689,-0.0135358865,0.289870345,3.129714405,-3.84848467496663E-006,0.0003575689,-0.0135358865,0.289870345,3.129714405
OUTPM2_5,House5,T,-0.000005352,0.0004914797,-0.018335564,0.3898018325,5.9381559414,-0.000005352,0.0004914797,-0.018335564,0.3898018325,5.9381559414,-0.000003345,0.0003071748,-0.0114597275,0.2436261453,3.7113474634,-0.000003345,0.0003071748,-0.0114597275,0.2436261453,3.7113474634
OUTPM2_5,House5,NOTE,-1.24647125328344E-005,0.0011074672,-0.0390510002,0.7472777217,2.2293568219,-1.24647125328344E-005,0.0011074672,-0.0390510002,0.7472777217,2.2293568219,-7.79044533302153E-006,0.000692167,-0.0244068752,0.4670485761,1.3933480137,-7.79044533302147E-006,0.000692167,-0.0244068752,0.4670485761,1.3933480137
OUTPM2_5,House6,TE,-0.000002018,0.000206957,-0.0091068683,0.2578610733,4.2649358288,-0.000002018,0.000206957,-0.0091068683,0.2578610733,4.2649358288,-1.26125512331337E-006,0.0001293481,-0.0056917927,0.1611631708,2.665584893,-1.2612551233134E-006,0.0001293481,-0.0056917927,0.1611631708,2.665584893
OUTPM2_5,House6,E,-5.30835654477329E-006,0.0004921143,-0.0184683008,0.4082564058,2.6534337827,-5.30835654477327E-006,0.0004921143,-0.0184683008,0.4082564058,2.6534337827,-3.31772284048333E-006,0.0003075714,-0.011542688,0.2551602536,1.6583961142,-3.31772284048342E-006,0.0003075714,-0.011542688,0.2551602536,1.6583961142
OUTPM2_5,House6,T,-2.78846345167282E-006,0.0002695162,-0.0110519578,0.2896620416,3.9018814092,-2.78846345167277E-006,0.0002695162,-0.0110519578,0.2896620416,3.9018814092,-1.7427896572955E-006,0.0001684476,-0.0069074736,0.181038776,2.4386758808,-1.74278965729553E-006,0.0001684476,-0.0069074736,0.181038776,2.4386758808
OUTPM2_5,House6,NOTE,-7.15472138515587E-006,0.000609676,-0.0207393143,0.4289644703,2.0158893169,-7.15472138515581E-006,0.000609676,-0.0207393143,0.4289644703,2.0158893169,-4.47170086572244E-006,0.0003810475,-0.0129620714,0.2681027939,1.2599308231,-4.47170086572244E-006,0.0003810475,-0.0129620714,0.2681027939,1.2599308231
OUTPM2_5,House7,TE,-4.0784465869299E-006,0.0003866107,-0.0151203929,0.3444914308,6.0416956833,-4.07844658693016E-006,0.0003866107,-0.0151203929,0.3444914308,6.0416956833,-0.000002549,0.0002416317,-0.0094502456,0.2153071442,3.776059802,-0.000002549,0.0002416317,-0.0094502456,0.2153071442,3.776059802
OUTPM2_5,House7,E,-8.68948319477708E-006,0.0008036428,-0.0299360148,0.611135564,3.5224501527,-8.68948319477709E-006,0.0008036428,-0.0299360148,0.611135564,3.5224501527,-5.43092699673579E-006,0.0005022768,-0.0187100093,0.3819597275,2.2015313455,-5.43092699673579E-006,0.0005022768,-0.0187100093,0.3819597275,2.2015313455
OUTPM2_5,House7,T,-0.000006265,0.0005669566,-0.0206870407,0.4259057515,5.4555741577,-0.000006265,0.0005669566,-0.0206870407,0.4259057515,5.4555741577,-3.91564663625719E-006,0.0003543479,-0.0129294005,0.2661910947,3.4097338485,-3.91564663625707E-006,0.0003543479,-0.0129294005,0.2661910947,3.4097338485
OUTPM2_5,House7,NOTE,-1.41823994606306E-005,0.0012574738,-0.0438465183,0.8068438884,2.3005840483,-1.41823994606307E-005,0.0012574738,-0.0438465183,0.8068438884,2.3005840483,-0.000008864,0.0007859211,-0.0274040739,0.5042774302,1.4378650302,-0.000008864,0.0007859211,-0.0274040739,0.5042774302,1.4378650302
Radon,Flat1,TE,1.2711492880453E-005,-0.0013297846,0.0627191235,-1.9771224538,56.5325697783,1.27027949961577E-005,-0.0013293365,0.0627483814,-1.9820833774,57.1423913113,0.000007744,-0.0008148457,0.0386965792,-1.2271161073,35.1158650171,7.73682871899839E-006,-0.0008144738,0.0387208632,-1.2312336739,35.6220168895
Radon,Flat1,E,5.97507618293039E-005,-0.0055421522,0.2135424804,-4.8849012285,89.8009757925,6.07667421091771E-005,-0.0056324871,0.2167073459,-4.9444630724,90.9133753863,3.70309166297593E-005,-0.0034330298,0.1322093502,-3.0252726819,55.700747453,3.78741802620546E-005,-0.0035080078,0.1348361885,-3.0747090123,56.6240391158
Radon,Flat1,T,0.0001409607,-0.0122555729,0.4182860016,-7.6331742289,100.9837244307,0.0001424166,-0.0123764469,0.4220993456,-7.6936067788,101.7980507051,8.71458672706324E-005,-0.0075820379,0.2590568058,-4.735187687,62.7530088028,8.83541956397931E-005,-0.0076823633,0.2622218813,-4.7853467035,63.4288996106
Radon,Flat1,NOTE,0.0018970208,-0.1507410036,4.3714860377,-57.2438154773,357.8609044895,0.0019129315,-0.1520036778,4.407957642,-57.7136418621,360.7428401439,0.0011809725,-0.0938392842,2.7211404584,-35.627851153,222.6908464479,0.0011941784,-0.0948873039,2.7514118899,-36.0178070524,225.0828530411
Radon,Flat2,TE,7.2004873014433E-006,-0.0007498962,0.037258352,-1.3405080365,47.5667017004,0.000007403,-0.0007650077,0.0377008898,-1.3502467964,47.0963249897,0.000004614,-0.0004816204,0.0238429938,-0.844489491,29.4191731148,4.78212366345136E-006,-0.0004941629,0.0242103001,-0.8525726618,29.028760445
Radon,Flat2,E,1.9612176185162E-005,-0.0020055234,0.0901252854,-2.5907460152,65.3725288106,2.0361245543935E-005,-0.0020638868,0.0918328001,-2.6181101916,65.0508893733,1.3356177978476E-005,-0.0013499032,0.0595697584,-1.6655336207,40.7124719583,1.39779055462568E-005,-0.0013983448,0.0609869957,-1.6882458871,40.4455112253
Radon,Flat2,T,0.000023647,-0.0022951535,0.0980520336,-2.7206658555,67.1619998908,2.36760974909254E-005,-0.0022955805,0.0979678733,-2.7189092982,66.3812058984,0.000014934,-0.0014502839,0.0618854402,-1.7060660891,41.628136403,1.49581469078876E-005,-0.0014506383,0.0618155871,-1.7046081466,40.9800773893
Radon,Flat2,NOTE,1.9612176185162E-005,-0.0020055234,0.0901252854,-2.5907460152,65.3725288106,2.0361245543935E-005,-0.0020638868,0.0918328001,-2.6181101916,65.0508893733,1.3356177978476E-005,-0.0013499032,0.0595697584,-1.6655336207,40.7124719583,1.39779055462568E-005,-0.0013983448,0.0609869957,-1.6882458871,40.4455112253
Radon,Flat3,TE,-2.77158072384302E-005,0.0019875408,-0.0330536417,-1.1217521994,84.0596848741,-2.80314993238008E-005,0.0020128183,-0.0337740483,-1.1140339585,84.6440461146,-1.60165119772884E-005,0.0011412093,-0.0178206861,-0.7387490033,52.6828192811,-1.62785364081465E-005,0.0011621897,-0.0184186235,-0.7323428634,53.1678391108
Radon,Flat3,E,7.76132697717667E-006,-0.0008607014,0.0485721309,-2.1294064799,93.6735610317,7.98560400893002E-006,-0.0008819533,0.0494318247,-2.1496011342,94.5394416511,5.37222656385809E-006,-0.0005781532,0.0315151194,-1.3510118822,58.6950557313,5.55837650021223E-006,-0.0005957923,0.0322286653,-1.3677734453,59.4137366454
Radon,Flat3,T,6.19374504534012E-005,-0.0071133742,0.3404109734,-9.2189740674,180.5900405383,6.21547652698422E-005,-0.0071465218,0.3423454418,-9.2770392591,181.9555003687,4.02080625398324E-005,-0.0045596582,0.2159739072,-5.8069427078,113.142012617,4.03884338374784E-005,-0.0045871708,0.217579516,-5.855136817,114.2753442763
Radon,Flat3,NOTE,0.0001721589,-0.0156247953,0.5764816244,-12.2050824564,206.6134812433,0.0001738824,-0.0157787522,0.5819818554,-12.3124473104,208.3498914335,0.0001082786,-0.0098226971,0.362255088,-7.6680488028,129.5600458755,0.0001097092,-0.0099504814,0.3668202796,-7.7571616317,131.0012663333
Radon,House1,TE,6.21453073480097E-005,-0.0053626794,0.1781060738,-2.9906233568,34.0893087886,6.255556216723E-005,-0.0054010246,0.1794972065,-3.0157559915,34.5952271393,3.71424670260104E-005,-0.0032100116,0.1069172858,-1.8063200248,20.6269385151,0.000037483,-0.0032418381,0.1080719259,-1.8271801116,21.0468507462
Radon,House1,E,0.0002555519,-0.0210148012,0.6434035866,-9.234951681,70.7101738602,0.0002597193,-0.0213487096,0.653255116,-9.369263032,71.9386812921,0.0001488273,-0.0122781005,0.3778464257,-5.4712122402,42.3413837551,0.0001522862,-0.0125552445,0.3860231951,-5.5826906615,43.3610449236
Radon,House1,T,8.91847762752493E-005,-0.0075263204,0.2413761835,-3.821316611,38.9035136645,8.92236445666282E-005,-0.0075343506,0.2418529028,-3.8333172109,39.2668456317,0.000054711,-0.0046152677,0.1479823342,-2.344808096,23.7454087878,5.47432182854336E-005,-0.0046219328,0.1483780112,-2.3547685939,24.0469743205
Radon,House1,NOTE,0.0005360316,-0.0425657798,1.2315455503,-15.994605714,99.2145309287,0.000543348,-0.0431446449,1.2482344923,-16.2115901897,100.7776152936,0.0003254624,-0.02585119,0.7482748683,-9.7273797017,60.2812387251,0.0003315351,-0.026331648,0.7621266902,-9.9074768165,61.5785987479
Radon,House2,TE,7.30479202295563E-005,-0.0061399333,0.1962543987,-3.1469563646,38.0162935269,7.3195597982502E-005,-0.0061515951,0.1967208535,-3.162505941,38.8188791305,4.42334458212644E-005,-0.0037241561,0.1192765236,-1.9150224107,22.6517967045,0.000044356,-0.0037338354,0.1196636811,-1.9279285591,23.3179427554
Radon,House2,E,0.0001982506,-0.0162526399,0.4960789212,-7.181112412,63.2668193937,0.0002029493,-0.0166301611,0.5072567601,-7.3374825531,64.9630627081,0.0001143447,-0.0094025023,0.2884277409,-4.2105476275,37.2066238122,0.0001182447,-0.0097158449,0.2977053473,-4.3403348446,38.6145057632
Radon,House2,T,0.0001314371,-0.0107770339,0.3302062572,-4.8668944195,47.4904348569,0.0001310108,-0.0107477348,0.3297135895,-4.8743019727,48.1517974901,8.19498112483275E-005,-0.0067159028,0.2055256592,-3.0187347784,28.7368170173,8.15959319007392E-005,-0.0066915846,0.205116745,-3.0248830475,29.2857480028
Radon,House2,NOTE,0.0005286766,-0.0417485342,1.1978041081,-15.405514952,99.991669785,0.0005327505,-0.0420760602,1.207556905,-15.5442607465,101.4602063659,0.000324211,-0.0256013425,0.7344788582,-9.4418843048,60.6303532825,0.0003275923,-0.0258731891,0.7425736796,-9.5570433142,61.8492386446
Radon,House3,TE,6.12094583251657E-005,-0.0052838161,0.1759839963,-2.9767047348,32.7363215875,6.26114559185314E-005,-0.0054057932,0.180127622,-3.0513368743,33.8957923547,3.55606338656443E-005,-0.003081139,0.1032492001,-1.7642643593,19.4817124059,3.67242918681378E-005,-0.0031823801,0.1066884094,-1.8262090351,20.4440731427
Radon,House3,E,0.0001665103,-0.0139165328,0.4371949128,-6.5629633392,53.9673863114,0.0001681901,-0.0140493096,0.4410387431,-6.6178900989,54.8485171041,0.000094889,-0.0079775837,0.2529833787,-3.8563473901,32.225484584,9.62832017719388E-005,-0.0080877884,0.2561737578,-3.9019366007,32.9568231419
Radon,House3,T,9.79795591378335E-005,-0.0082321818,0.2623036666,-4.1033419873,38.8971722355,9.98703784385374E-005,-0.0083959459,0.2678006711,-4.1983061357,40.1414253046,5.88827003979196E-005,-0.0049487015,0.1577991779,-2.4732605317,23.345871205,6.04520804175035E-005,-0.0050846258,0.1623616916,-2.5520807749,24.3786012523
Radon,House3,NOTE,0.0004768729,-0.0378362091,1.0932991946,-14.1696755997,86.5006067694,0.0004805788,-0.0381278707,1.1016771708,-14.2814883385,87.6055105063,0.0002915259,-0.0231333812,0.6686660572,-8.6731644564,52.8065819881,0.0002946018,-0.0233754603,0.6756197774,-8.7659690296,53.7236520898
Radon,House4,TE,5.70363456411151E-005,-0.0048219674,0.1554113822,-2.4971902112,28.4153481487,5.68283039573284E-005,-0.004806087,0.1549944814,-2.4927698668,28.3646027716,3.38750986651649E-005,-0.0028668492,0.0925948873,-1.4951128295,17.0151143278,3.37024240676221E-005,-0.0028536685,0.0922488596,-1.4914439436,16.9729956648
Radon,House4,E,0.0002709218,-0.0216890414,0.6360704001,-8.4915908971,59.3540728991,0.000270401,-0.0216444078,0.6347081531,-8.4757542253,59.334030106,0.000163051,-0.0130623203,0.3834832866,-5.1283016756,35.7558839115,0.0001626188,-0.0130252744,0.3823526216,-5.115157238,35.7392483933
Radon,House4,T,8.05104289457411E-005,-0.00672865,0.2126107815,-3.289202254,33.7633329642,8.05053699360748E-005,-0.0067288243,0.2126112955,-3.2865101904,33.5261443799,4.8539872087142E-005,-0.0040579792,0.1283288774,-1.9900679841,20.3786990233,4.85356731091187E-005,-0.0040581239,0.128329304,-1.9878335713,20.1818324983
Radon,House4,NOTE,0.0004062091,-0.0321315194,0.9240957515,-11.8999396426,75.3697986214,0.0004061529,-0.0321245599,0.923878496,-11.8987744105,75.272516238,0.0002477892,-0.0195959797,0.5633861836,-7.2512176387,45.7055152693,0.0002477426,-0.0195902033,0.5632058615,-7.2502504961,45.6247708911
Radon,House5,TE,7.68097043734814E-005,-0.0065912266,0.2176673319,-3.6325137038,38.6175520394,0.000076959,-0.0066030594,0.217999188,-3.6366826127,38.771545965,4.72094512227643E-005,-0.0040507533,0.1337705935,-2.2336283621,23.774093115,4.73333464682393E-005,-0.0040605746,0.1340460341,-2.2370885564,23.9019080733
Radon,House5,E,0.0001470929,-0.0124327367,0.3990329469,-6.2560425969,55.9662806607,0.0001463645,-0.0123735362,0.3972424202,-6.2309576888,55.9266195176,9.14834607517127E-005,-0.0077290578,0.247909171,-3.8835192415,34.6841962829,9.08788828364345E-005,-0.0076799213,0.2464230339,-3.8626987679,34.6512775342
Radon,House5,T,9.71865428284845E-005,-0.0082508818,0.2675124009,-4.31399444,42.7256552966,9.72913673113046E-005,-0.0082587883,0.2676950044,-4.3144096863,42.7919871511,6.01417580882093E-005,-0.0051035702,0.1653672505,-2.6651180264,26.3759454972,6.02287624089501E-005,-0.0051101327,0.1655188113,-2.6654626809,26.4310009365
Radon,House5,NOTE,0.0008191332,-0.0647000644,1.8564916469,-23.7652301527,139.3119981603,0.0008208055,-0.064830422,1.8601288617,-23.8092783614,139.7139777828,0.0005110566,-0.0403649333,1.1581386775,-14.8229732345,86.7973232295,0.0005124446,-0.0404731301,1.1611575657,-14.8595332477,87.1309663162
Radon,House6,TE,2.48384083547893E-005,-0.0022325657,0.0792076608,-1.4890355413,19.9805049468,2.57150791087115E-005,-0.0023024104,0.0812196259,-1.5140499581,20.0992139183,1.38112327702606E-005,-0.0012568679,0.0454057266,-0.8756103062,11.9169287666,1.45388694960161E-005,-0.001314839,0.0470756577,-0.8963722721,12.015457213
Radon,House6,E,9.83261014797904E-005,-0.0081439738,0.2528618937,-3.7809246908,33.7735321604,9.84440548233029E-005,-0.0081577421,0.2534971756,-3.7948110815,33.9002551849,5.36727365518818E-005,-0.0044877004,0.1414426811,-2.1690508813,19.9867170265,5.37706378269971E-005,-0.004499128,0.1419699651,-2.1805765856,20.0918971368
Radon,House6,T,4.62447859025593E-005,-0.0039851728,0.1325277955,-2.241698141,24.9215589508,4.70698715703753E-005,-0.004048663,0.1342419746,-2.2590040014,24.8744615987,2.77228745819502E-005,-0.0023951229,0.079981825,-1.3618576714,15.0866782493,2.84076956862369E-005,-0.0024478199,0.0814045937,-1.3762215355,15.047587447
Radon,House6,NOTE,0.0002883517,-0.0228982816,0.6659143717,-8.8660510881,60.051348182,0.0002901843,-0.0230450493,0.6701829648,-8.9186781874,60.1967167398,0.0001769975,-0.0140642668,0.4093575418,-5.452786796,36.5641021693,0.0001785185,-0.014186084,0.412900474,-5.4964672884,36.6847580723
Radon,House7,TE,5.08300578607815E-005,-0.0044242208,0.1500970363,-2.6509317581,32.0951532472,4.99109127106471E-005,-0.0043465518,0.147620215,-2.6145698309,32.0703522241,3.05811235127984E-005,-0.0026707152,0.0910493982,-1.6181311106,19.4929203288,2.98182330381872E-005,-0.00260625,0.0889936365,-1.587950711,19.4723354797
